AREAGEOGRAFICA|CAPSCUOLA|CODICECOMUNESCUOLA|CODICEISTITUTORIFERIMENTO|CODICESCUOLA|DENOMINAZIONEISTITUTORIFERIMENTO|DENOMINAZIONESCUOLA|DESCRIZIONECARATTERISTICASCUOLA|DESCRIZIONECOMUNE|DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA|INDICAZIONESEDEDIRETTIVO|INDICAZIONESEDEOMNICOMPRENSIVO|INDIRIZZOEMAILSCUOLA|INDIRIZZOPECSCUOLA|INDIRIZZOSCUOLA|PROVINCIA|REGIONE|SITOWEBSCUOLA|ANNOSCOLASTICO_x|INDIRIZZO_TOT|index|ANNOSCOLASTICO_y|ORDINESCUOLA|ANNOCORSO|FASCIAETA|ALUNNI|Statale_Paritaria
NORD OVEST|10132|L219|TOIC81800L|TOEE81804T|"I.C. TORINO - ""GOZZI-OLIVETTI"""|IC OLIVETTI-VITTORIO AMEDEO II|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC81800L@istruzione.it|Non Disponibile|STRADA MONGRENO 53|TORINO|PIEMONTE|http://gozzi-olivetti.org|201718|STRADA MONGRENO 53, TORINO, Italia|284004|201617|SCUOLA PRIMARIA|5|10 anni|18|S
NORD OVEST|10132|L219|TOIC81800L|TOEE81804T|"I.C. TORINO - ""GOZZI-OLIVETTI"""|IC OLIVETTI-VITTORIO AMEDEO II|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC81800L@istruzione.it|Non Disponibile|STRADA MONGRENO 53|TORINO|PIEMONTE|http://gozzi-olivetti.org|201718|STRADA MONGRENO 53, TORINO, Italia|284005|201617|SCUOLA PRIMARIA|5|9 anni|4|S
NORD OVEST|10132|L219|TOIC81800L|TOEE81804T|"I.C. TORINO - ""GOZZI-OLIVETTI"""|IC OLIVETTI-VITTORIO AMEDEO II|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOIC81800L@istruzione.it|Non Disponibile|STRADA MONGRENO 53|TORINO|PIEMONTE|http://gozzi-olivetti.org|201718|STRADA MONGRENO 53, TORINO, Italia|284006|201617|SCUOLA PRIMARIA|5|> di 10 anni|3|S
NORD OVEST|10129|L219|TOEE016003|TOEE016014|"D.D.  TORINO - ""COPPINO"""|COPPINO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA COLOMBO 36|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA COLOMBO 36, TORINO, Italia|282664|201617|SCUOLA PRIMARIA|1|6 anni|115|S
NORD OVEST|10129|L219|TOEE016003|TOEE016014|"D.D.  TORINO - ""COPPINO"""|COPPINO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA COLOMBO 36|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA COLOMBO 36, TORINO, Italia|282665|201617|SCUOLA PRIMARIA|1|7 anni|1|S
NORD OVEST|10129|L219|TOEE016003|TOEE016014|"D.D.  TORINO - ""COPPINO"""|COPPINO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA COLOMBO 36|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA COLOMBO 36, TORINO, Italia|282666|201617|SCUOLA PRIMARIA|1|< di 6 anni|7|S
NORD OVEST|10129|L219|TOEE016003|TOEE016014|"D.D.  TORINO - ""COPPINO"""|COPPINO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA COLOMBO 36|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA COLOMBO 36, TORINO, Italia|282667|201617|SCUOLA PRIMARIA|2|6 anni|10|S
NORD OVEST|10129|L219|TOEE016003|TOEE016014|"D.D.  TORINO - ""COPPINO"""|COPPINO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA COLOMBO 36|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA COLOMBO 36, TORINO, Italia|282668|201617|SCUOLA PRIMARIA|2|7 anni|135|S
NORD OVEST|10129|L219|TOEE016003|TOEE016014|"D.D.  TORINO - ""COPPINO"""|COPPINO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA COLOMBO 36|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA COLOMBO 36, TORINO, Italia|282669|201617|SCUOLA PRIMARIA|2|8 anni|1|S
NORD OVEST|10129|L219|TOEE016003|TOEE016014|"D.D.  TORINO - ""COPPINO"""|COPPINO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA COLOMBO 36|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA COLOMBO 36, TORINO, Italia|282670|201617|SCUOLA PRIMARIA|3|7 anni|6|S
NORD OVEST|10129|L219|TOEE016003|TOEE016014|"D.D.  TORINO - ""COPPINO"""|COPPINO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA COLOMBO 36|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA COLOMBO 36, TORINO, Italia|282671|201617|SCUOLA PRIMARIA|3|8 anni|111|S
NORD OVEST|10129|L219|TOEE016003|TOEE016014|"D.D.  TORINO - ""COPPINO"""|COPPINO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA COLOMBO 36|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA COLOMBO 36, TORINO, Italia|282672|201617|SCUOLA PRIMARIA|3|9 anni|1|S
NORD OVEST|10129|L219|TOEE016003|TOEE016014|"D.D.  TORINO - ""COPPINO"""|COPPINO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA COLOMBO 36|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA COLOMBO 36, TORINO, Italia|282673|201617|SCUOLA PRIMARIA|4|10 anni|2|S
NORD OVEST|10129|L219|TOEE016003|TOEE016014|"D.D.  TORINO - ""COPPINO"""|COPPINO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA COLOMBO 36|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA COLOMBO 36, TORINO, Italia|282674|201617|SCUOLA PRIMARIA|4|8 anni|8|S
NORD OVEST|10129|L219|TOEE016003|TOEE016014|"D.D.  TORINO - ""COPPINO"""|COPPINO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA COLOMBO 36|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA COLOMBO 36, TORINO, Italia|282675|201617|SCUOLA PRIMARIA|4|9 anni|116|S
NORD OVEST|10129|L219|TOEE016003|TOEE016014|"D.D.  TORINO - ""COPPINO"""|COPPINO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA COLOMBO 36|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA COLOMBO 36, TORINO, Italia|282676|201617|SCUOLA PRIMARIA|5|10 anni|126|S
NORD OVEST|10129|L219|TOEE016003|TOEE016014|"D.D.  TORINO - ""COPPINO"""|COPPINO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA COLOMBO 36|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA COLOMBO 36, TORINO, Italia|282677|201617|SCUOLA PRIMARIA|5|9 anni|13|S
NORD OVEST|10129|L219|TOEE016003|TOEE016014|"D.D.  TORINO - ""COPPINO"""|COPPINO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA COLOMBO 36|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA COLOMBO 36, TORINO, Italia|282678|201617|SCUOLA PRIMARIA|5|> di 10 anni|1|S
NORD OVEST|10129|L219|TOEE016003|TOEE016047|"D.D.  TORINO - ""COPPINO"""|COPPINO - FALLETTI DI BAROLO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA CASSINI 98|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA CASSINI 98, TORINO, Italia|282679|201617|SCUOLA PRIMARIA|1|6 anni|44|S
NORD OVEST|10129|L219|TOEE016003|TOEE016047|"D.D.  TORINO - ""COPPINO"""|COPPINO - FALLETTI DI BAROLO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA CASSINI 98|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA CASSINI 98, TORINO, Italia|282680|201617|SCUOLA PRIMARIA|1|< di 6 anni|3|S
NORD OVEST|10129|L219|TOEE016003|TOEE016047|"D.D.  TORINO - ""COPPINO"""|COPPINO - FALLETTI DI BAROLO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA CASSINI 98|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA CASSINI 98, TORINO, Italia|282681|201617|SCUOLA PRIMARIA|2|6 anni|2|S
NORD OVEST|10129|L219|TOEE016003|TOEE016047|"D.D.  TORINO - ""COPPINO"""|COPPINO - FALLETTI DI BAROLO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA CASSINI 98|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA CASSINI 98, TORINO, Italia|282682|201617|SCUOLA PRIMARIA|2|7 anni|42|S
NORD OVEST|10129|L219|TOEE016003|TOEE016047|"D.D.  TORINO - ""COPPINO"""|COPPINO - FALLETTI DI BAROLO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA CASSINI 98|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA CASSINI 98, TORINO, Italia|282683|201617|SCUOLA PRIMARIA|2|8 anni|1|S
NORD OVEST|10129|L219|TOEE016003|TOEE016047|"D.D.  TORINO - ""COPPINO"""|COPPINO - FALLETTI DI BAROLO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA CASSINI 98|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA CASSINI 98, TORINO, Italia|282684|201617|SCUOLA PRIMARIA|3|7 anni|6|S
NORD OVEST|10129|L219|TOEE016003|TOEE016047|"D.D.  TORINO - ""COPPINO"""|COPPINO - FALLETTI DI BAROLO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA CASSINI 98|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA CASSINI 98, TORINO, Italia|282685|201617|SCUOLA PRIMARIA|3|8 anni|38|S
NORD OVEST|10129|L219|TOEE016003|TOEE016047|"D.D.  TORINO - ""COPPINO"""|COPPINO - FALLETTI DI BAROLO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA CASSINI 98|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA CASSINI 98, TORINO, Italia|282686|201617|SCUOLA PRIMARIA|3|9 anni|3|S
NORD OVEST|10129|L219|TOEE016003|TOEE016047|"D.D.  TORINO - ""COPPINO"""|COPPINO - FALLETTI DI BAROLO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA CASSINI 98|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA CASSINI 98, TORINO, Italia|282687|201617|SCUOLA PRIMARIA|4|8 anni|5|S
NORD OVEST|10129|L219|TOEE016003|TOEE016047|"D.D.  TORINO - ""COPPINO"""|COPPINO - FALLETTI DI BAROLO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA CASSINI 98|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA CASSINI 98, TORINO, Italia|282688|201617|SCUOLA PRIMARIA|4|9 anni|44|S
NORD OVEST|10129|L219|TOEE016003|TOEE016047|"D.D.  TORINO - ""COPPINO"""|COPPINO - FALLETTI DI BAROLO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA CASSINI 98|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA CASSINI 98, TORINO, Italia|282689|201617|SCUOLA PRIMARIA|5|10 anni|42|S
NORD OVEST|10129|L219|TOEE016003|TOEE016047|"D.D.  TORINO - ""COPPINO"""|COPPINO - FALLETTI DI BAROLO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA CASSINI 98|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA CASSINI 98, TORINO, Italia|282690|201617|SCUOLA PRIMARIA|5|9 anni|2|S
NORD OVEST|10129|L219|TOEE016003|TOEE016047|"D.D.  TORINO - ""COPPINO"""|COPPINO - FALLETTI DI BAROLO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA CASSINI 98|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA CASSINI 98, TORINO, Italia|282691|201617|SCUOLA PRIMARIA|5|> di 10 anni|2|S
NORD OVEST|10128|L219|TOEE016003|TOEE016058|"D.D.  TORINO - ""COPPINO"""|COPPINO - RIGNON|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA MASSENA 39|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA MASSENA 39, TORINO, Italia|282692|201617|SCUOLA PRIMARIA|1|6 anni|40|S
NORD OVEST|10128|L219|TOEE016003|TOEE016058|"D.D.  TORINO - ""COPPINO"""|COPPINO - RIGNON|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA MASSENA 39|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA MASSENA 39, TORINO, Italia|282693|201617|SCUOLA PRIMARIA|1|7 anni|3|S
NORD OVEST|10128|L219|TOEE016003|TOEE016058|"D.D.  TORINO - ""COPPINO"""|COPPINO - RIGNON|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA MASSENA 39|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA MASSENA 39, TORINO, Italia|282694|201617|SCUOLA PRIMARIA|1|< di 6 anni|3|S
NORD OVEST|10128|L219|TOEE016003|TOEE016058|"D.D.  TORINO - ""COPPINO"""|COPPINO - RIGNON|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA MASSENA 39|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA MASSENA 39, TORINO, Italia|282695|201617|SCUOLA PRIMARIA|2|6 anni|4|S
NORD OVEST|10128|L219|TOEE016003|TOEE016058|"D.D.  TORINO - ""COPPINO"""|COPPINO - RIGNON|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA MASSENA 39|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA MASSENA 39, TORINO, Italia|282696|201617|SCUOLA PRIMARIA|2|7 anni|45|S
NORD OVEST|10128|L219|TOEE016003|TOEE016058|"D.D.  TORINO - ""COPPINO"""|COPPINO - RIGNON|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA MASSENA 39|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA MASSENA 39, TORINO, Italia|282697|201617|SCUOLA PRIMARIA|2|8 anni|1|S
NORD OVEST|10128|L219|TOEE016003|TOEE016058|"D.D.  TORINO - ""COPPINO"""|COPPINO - RIGNON|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA MASSENA 39|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA MASSENA 39, TORINO, Italia|282698|201617|SCUOLA PRIMARIA|3|7 anni|1|S
NORD OVEST|10128|L219|TOEE016003|TOEE016058|"D.D.  TORINO - ""COPPINO"""|COPPINO - RIGNON|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA MASSENA 39|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA MASSENA 39, TORINO, Italia|282699|201617|SCUOLA PRIMARIA|3|8 anni|45|S
NORD OVEST|10128|L219|TOEE016003|TOEE016058|"D.D.  TORINO - ""COPPINO"""|COPPINO - RIGNON|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA MASSENA 39|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA MASSENA 39, TORINO, Italia|282700|201617|SCUOLA PRIMARIA|3|9 anni|3|S
NORD OVEST|10128|L219|TOEE016003|TOEE016058|"D.D.  TORINO - ""COPPINO"""|COPPINO - RIGNON|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA MASSENA 39|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA MASSENA 39, TORINO, Italia|282701|201617|SCUOLA PRIMARIA|4|8 anni|5|S
NORD OVEST|10128|L219|TOEE016003|TOEE016058|"D.D.  TORINO - ""COPPINO"""|COPPINO - RIGNON|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA MASSENA 39|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA MASSENA 39, TORINO, Italia|282702|201617|SCUOLA PRIMARIA|4|9 anni|58|S
NORD OVEST|10128|L219|TOEE016003|TOEE016058|"D.D.  TORINO - ""COPPINO"""|COPPINO - RIGNON|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA MASSENA 39|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA MASSENA 39, TORINO, Italia|282703|201617|SCUOLA PRIMARIA|4|> di 10 anni|1|S
NORD OVEST|10128|L219|TOEE016003|TOEE016058|"D.D.  TORINO - ""COPPINO"""|COPPINO - RIGNON|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA MASSENA 39|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA MASSENA 39, TORINO, Italia|282704|201617|SCUOLA PRIMARIA|5|10 anni|41|S
NORD OVEST|10128|L219|TOEE016003|TOEE016058|"D.D.  TORINO - ""COPPINO"""|COPPINO - RIGNON|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE016003@istruzione.it|Non Disponibile|VIA MASSENA 39|TORINO|PIEMONTE|www.circolodidatticocoppino.it|201718|VIA MASSENA 39, TORINO, Italia|282705|201617|SCUOLA PRIMARIA|5|9 anni|4|S
NORD OVEST|10151|L219|TOEE01700V|TOEE01701X|D.D. COSTA - TORINO|D.D. COSTA - VIA AMBROSINI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE01700V@istruzione.it|Non Disponibile|VIA AMBROSINI 1|TORINO|PIEMONTE|http://ddninocostatorino.gov.it/|201718|VIA AMBROSINI 1, TORINO, Italia|282706|201617|SCUOLA PRIMARIA|1|6 anni|45|S
NORD OVEST|10151|L219|TOEE01700V|TOEE01701X|D.D. COSTA - TORINO|D.D. COSTA - VIA AMBROSINI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE01700V@istruzione.it|Non Disponibile|VIA AMBROSINI 1|TORINO|PIEMONTE|http://ddninocostatorino.gov.it/|201718|VIA AMBROSINI 1, TORINO, Italia|282707|201617|SCUOLA PRIMARIA|1|7 anni|1|S
NORD OVEST|10151|L219|TOEE01700V|TOEE01701X|D.D. COSTA - TORINO|D.D. COSTA - VIA AMBROSINI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE01700V@istruzione.it|Non Disponibile|VIA AMBROSINI 1|TORINO|PIEMONTE|http://ddninocostatorino.gov.it/|201718|VIA AMBROSINI 1, TORINO, Italia|282708|201617|SCUOLA PRIMARIA|2|6 anni|2|S
NORD OVEST|10151|L219|TOEE01700V|TOEE01701X|D.D. COSTA - TORINO|D.D. COSTA - VIA AMBROSINI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE01700V@istruzione.it|Non Disponibile|VIA AMBROSINI 1|TORINO|PIEMONTE|http://ddninocostatorino.gov.it/|201718|VIA AMBROSINI 1, TORINO, Italia|282709|201617|SCUOLA PRIMARIA|2|7 anni|48|S
NORD OVEST|10151|L219|TOEE01700V|TOEE01701X|D.D. COSTA - TORINO|D.D. COSTA - VIA AMBROSINI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE01700V@istruzione.it|Non Disponibile|VIA AMBROSINI 1|TORINO|PIEMONTE|http://ddninocostatorino.gov.it/|201718|VIA AMBROSINI 1, TORINO, Italia|282710|201617|SCUOLA PRIMARIA|2|8 anni|1|S
NORD OVEST|10151|L219|TOEE01700V|TOEE01701X|D.D. COSTA - TORINO|D.D. COSTA - VIA AMBROSINI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE01700V@istruzione.it|Non Disponibile|VIA AMBROSINI 1|TORINO|PIEMONTE|http://ddninocostatorino.gov.it/|201718|VIA AMBROSINI 1, TORINO, Italia|282711|201617|SCUOLA PRIMARIA|3|7 anni|1|S
NORD OVEST|10151|L219|TOEE01700V|TOEE01701X|D.D. COSTA - TORINO|D.D. COSTA - VIA AMBROSINI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE01700V@istruzione.it|Non Disponibile|VIA AMBROSINI 1|TORINO|PIEMONTE|http://ddninocostatorino.gov.it/|201718|VIA AMBROSINI 1, TORINO, Italia|282712|201617|SCUOLA PRIMARIA|3|8 anni|40|S
NORD OVEST|10151|L219|TOEE01700V|TOEE01701X|D.D. COSTA - TORINO|D.D. COSTA - VIA AMBROSINI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE01700V@istruzione.it|Non Disponibile|VIA AMBROSINI 1|TORINO|PIEMONTE|http://ddninocostatorino.gov.it/|201718|VIA AMBROSINI 1, TORINO, Italia|282713|201617|SCUOLA PRIMARIA|3|9 anni|2|S
NORD OVEST|10151|L219|TOEE01700V|TOEE01701X|D.D. COSTA - TORINO|D.D. COSTA - VIA AMBROSINI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE01700V@istruzione.it|Non Disponibile|VIA AMBROSINI 1|TORINO|PIEMONTE|http://ddninocostatorino.gov.it/|201718|VIA AMBROSINI 1, TORINO, Italia|282714|201617|SCUOLA PRIMARIA|3|> di 10 anni|1|S
NORD OVEST|10151|L219|TOEE01700V|TOEE01701X|D.D. COSTA - TORINO|D.D. COSTA - VIA AMBROSINI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE01700V@istruzione.it|Non Disponibile|VIA AMBROSINI 1|TORINO|PIEMONTE|http://ddninocostatorino.gov.it/|201718|VIA AMBROSINI 1, TORINO, Italia|282715|201617|SCUOLA PRIMARIA|4|10 anni|3|S
NORD OVEST|10151|L219|TOEE01700V|TOEE01701X|D.D. COSTA - TORINO|D.D. COSTA - VIA AMBROSINI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE01700V@istruzione.it|Non Disponibile|VIA AMBROSINI 1|TORINO|PIEMONTE|http://ddninocostatorino.gov.it/|201718|VIA AMBROSINI 1, TORINO, Italia|282716|201617|SCUOLA PRIMARIA|4|9 anni|40|S
NORD OVEST|10151|L219|TOEE01700V|TOEE01701X|D.D. COSTA - TORINO|D.D. COSTA - VIA AMBROSINI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE01700V@istruzione.it|Non Disponibile|VIA AMBROSINI 1|TORINO|PIEMONTE|http://ddninocostatorino.gov.it/|201718|VIA AMBROSINI 1, TORINO, Italia|282717|201617|SCUOLA PRIMARIA|4|> di 10 anni|3|S
NORD OVEST|10151|L219|TOEE01700V|TOEE01701X|D.D. COSTA - TORINO|D.D. COSTA - VIA AMBROSINI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE01700V@istruzione.it|Non Disponibile|VIA AMBROSINI 1|TORINO|PIEMONTE|http://ddninocostatorino.gov.it/|201718|VIA AMBROSINI 1, TORINO, Italia|282718|201617|SCUOLA PRIMARIA|5|10 anni|41|S
NORD OVEST|10151|L219|TOEE01700V|TOEE01701X|D.D. COSTA - TORINO|D.D. COSTA - VIA AMBROSINI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE01700V@istruzione.it|Non Disponibile|VIA AMBROSINI 1|TORINO|PIEMONTE|http://ddninocostatorino.gov.it/|201718|VIA AMBROSINI 1, TORINO, Italia|282719|201617|SCUOLA PRIMARIA|5|9 anni|2|S
NORD OVEST|10151|L219|TOEE01700V|TOEE01701X|D.D. COSTA - TORINO|D.D. COSTA - VIA AMBROSINI|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE01700V@istruzione.it|Non Disponibile|VIA AMBROSINI 1|TORINO|PIEMONTE|http://ddninocostatorino.gov.it/|201718|VIA AMBROSINI 1, TORINO, Italia|282720|201617|SCUOLA PRIMARIA|5|> di 10 anni|2|S
NORD OVEST|10149|L219|TOEE01700V|TOEE017032|D.D. COSTA - TORINO|D.D. COSTA - GOZZANO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE01700V@istruzione.it|Non Disponibile|CORSO TOSCANA 88|TORINO|PIEMONTE|Non Disponibile|201718|CORSO TOSCANA 88, TORINO, Italia|282721|201617|SCUOLA PRIMARIA|1|6 anni|70|S
NORD OVEST|10149|L219|TOEE01700V|TOEE017032|D.D. COSTA - TORINO|D.D. COSTA - GOZZANO|NORMALE|TORINO|SCUOLA PRIMARIA|NO|Non Disponibile|TOEE01700V@istruzione.it|Non Disponibile|CORSO TOSCANA 88|TORINO|PIEMONTE|Non Disponibile|201718|CORSO TOSCANA 88, TORINO, Italia|282722|201617|SCUOLA PRIMARIA|1|8 anni|1|S
