ID_PT_INGR;DENOMINAZ;CITTA;INDIRIZZO;CIRCOSCR;CAP;TEL;FAX;EMAIL;URL;ORDINE;TIPOLOGIA;DETTAGLIO;STATALE;PARITARIA;COMUNALE;TIPO_SCUOL;COMPRENS;QUARTIERE;geometry;LATITUDE;LONGITUDE
235;VIGLIARDI PARAVIA;TORINO;VIA AMILCARE PONCHIELLI 56;6;10154;011 2481711;011 2485431;iisbodoni@istitutobodoni.it;http://www.istitutobodoni.it;SCUOLA SEC. II GRADO;I.P. SETT SERVIZI;I. P. ATIPICO / ARTIGIANATO;statale;;;Sezione differenziata;"Istituto d'istruzione Secondaria Superiore - ""Bodoni - Paravia""";;POINT (7.705923410255343 45.08586216740574);45.08586216740574;7.705923410255343
236;M.L. KING (EX MILA);TORINO;VIA ANASTASIO GERMONIO 12;3;10142;011 4032593;011 4033661;scuolamlk@virgilio.it;http://www.icking-to.it;SCUOLA SEC. I GRADO;;;statale;;;Sede staccata;"Istituto Comprensivo - ""M.L. King""";;POINT (7.610941529340096 45.07292373113491);45.07292373113491;7.610941529340096
237;MUNICIPALE;TORINO;VIA ANASTASIO GERMONIO 35;3;10142;011 4115437;011 3828505 - 011 40;smmgermonio@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.611283319534182 45.07102217804302);45.07102217804302;7.611283319534182
238;M. L. KING 1;TORINO;VIA ANASTASIO GERMONIO 4;3;10142;011 4031377;011 4033698;scuolamlk@virgilio.it;http://www.icking-to.it;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Istituto Comprensivo - ""M.L. King""";;POINT (7.610880721151048 45.07368724878437);45.07368724878437;7.610880721151048
239;SANT'ANNA;TORINO;VIA ANDREA MASSENA 36;1;10128;011 5166614;011 5166649;istituto.santanna32@libero.it;http://www.istituto-santanna.it;SCUOLA SEC. I GRADO;;;non statale;paritaria;;Sede centrale;"Istituto Paritario ""S. Anna""";;POINT (7.672454998068478 45.06053073232212);45.06053073232212;7.672454998068478
240;SANT' ANNA;TORINO;VIA ANDREA MASSENA 36;1;10128;011 5166614;011 5166649;istituto.santanna32@libero.it;http://www.istituto-santanna.it;SCUOLA SEC. II GRADO;LICEO;LICEO SCIENTIFICO;non statale;paritaria;;Sede centrale;"Istituto Paritario ""S. Anna""";;POINT (7.672454998068478 45.06053073232212);45.06053073232212;7.672454998068478
241;SANT'ANNA;TORINO;VIA ANDREA MASSENA 36;1;10128;011 5166614;011 5166649;istituto.santanna32@libero.it;http://www.istituto-santanna.it;SCUOLA PRIMARIA;;;non statale;paritaria;;Sede di Plesso;"Istituto Paritario ""S. Anna""";;POINT (7.672454998068478 45.06053073232212);45.06053073232212;7.672454998068478
242;SANT'ANNA;TORINO;VIA ANDREA MASSENA 36;1;10128;011 5166614;011 5166649;istituto.santanna32@libero.it;http://www.istituto-santanna.it;SCUOLA D'INFANZIA;;;non statale;paritaria;convenzionata;Sede di plesso;"Istituto Paritario ""S. Anna""";;POINT (7.672454998068478 45.06053073232212);45.06053073232212;7.672454998068478
243;RIGNON;TORINO;VIA ANDREA MASSENA 39;1;10128;011 532430;011 532430;toee016003@istruzione.it;http://www.scuolacoppino.it;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Circolo Didattico - ""Coppino""";;POINT (7.671838580955921 45.05941801400385);45.05941801400385;7.671838580955921
244;SANSOVINO;TORINO;VIA ANDREA SANSOVINO 111;5;10151;011 732318;011 4553875;smmsansovino@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.642815967289082 45.10320428345226);45.103204283452264;7.642815967289082
245;Paolo BOSELLI;TORINO;VIA ANDREA SANSOVINO 150;5;10151;011 7394482;011 731738;didattica@ipcboselli.it;http://www.istitutoboselli.it;SCUOLA SEC. II GRADO;I.T. SETT ECONOMICO;I.T. PER IL TURISMO;statale;;;Scuola coordinata;"Istituto ""Paolo Boselli""";;POINT (7.646874454434764 45.10521109364269);45.10521109364269;7.646874454434764
246;Paolo BOSELLI;TORINO;VIA ANDREA SANSOVINO 150;5;10151;011 7394482;011 731738;didattica@ipcboselli.it;http://www.istitutoboselli.it;SCUOLA SEC. II GRADO;I.P. SETT SERVIZI;I. P. SERVIZI SOCIALI;statale;;;Scuola coordinata;"Istituto ""Paolo Boselli""";;POINT (7.646874454434764 45.10521109364269);45.10521109364269;7.646874454434764
247;P. BOSELLI;TORINO;VIA ANDREA SANSOVINO 150;5;10151;011 7394482;011 731738;didattica@ipcboselli.it;http://www.istitutoboselli.it;SCUOLA SEC. II GRADO;I.P. SETT SERVIZI;I. P. SERV. COMM. TURIS. PUBBL;statale;;;Succursale;"Istituto ""Paolo Boselli""";;POINT (7.646874454434764 45.10521109364269);45.10521109364269;7.646874454434764
248;REGINA PACIS;TORINO;VIA ANGELO MESSEDAGLIA 7;5;10149;011 2296200;;sc-inf-reginapacis@libero.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;convenzionata;Sede di plesso;;;POINT (7.660210154025756 45.09798257601818);45.09798257601818;7.660210154025756
249;PESTALOZZI;TORINO;VIA ANTONIO BANFO 32;6;10155;011 852641;011 2730009;scgabel@tin.it;http://www.arigabelli.it;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Direzione Didatrica - ""Aristide Gabelli""";;POINT (7.687165654242007 45.09151380875072);45.09151380875072;7.687165654242007
250;AURORA;TORINO;VIA ANTONIO CECCHI 16;7;10152;011 852430;011 852430;TOEE05000E@istruzione.it;http://www.scuolaparini.it;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Circolo Didattico - ""Giuseppe Parini""";;POINT (7.682740001564456 45.08540669906852);45.08540669906852;7.682740001564456
251;MORELLI;TORINO;VIA ANTONIO CECCHI 18;7;10152;011 854049;011 854049;morellivice@yahoo.it;;SCUOLA SEC. I GRADO;;;statale;;;Succursale;"Istituto Secondario I grado ""Croce-Morelli""";;POINT (7.682423506489415 45.08574374914819);45.08574374914819;7.682423506489415
252;MARC CHAGALL;TORINO;VIA ANTONIO CECCHI 2;7;10152;011 2472124;011 287033;smmcecchi@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.683670752656029 45.08455295492317);45.08455295492317;7.683670752656029
253;CONVITTO NAZIONALE UMBERTO I;TORINO;VIA ANTONIO GIUSEPPE BERTOLA 10;1;10121;011 5217976;011 5217976;secondariaprimogrado@cnuto.it;http://www.cnuto.it;SCUOLA SEC. I GRADO;;;statale;;;Sede staccata;Convitto Nazionale Umberto I;;POINT (7.681495805596709 45.07009778034243);45.07009778034243;7.681495805596709
254;SCUOLA D'INFANZIA;TORINO;VIA ANTONIO GIUSEPPE BERTOLA 56/A;1;10122;011 543804 - 011 5173417;011 4425390;smmbertola@comune.torino.it;http://www.intracom.comune.torino.it;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.673375661775242 45.07286173719157);45.072861737191566;7.673375661775242
255;VALENTINO BOSSO - AUGUSTO MONTI;TORINO;VIA ANTONIO MEUCCI 9;1;10121;011 5622142;011 5619903;bossomonti@hotmail.com;http://www.valentinobosso.it;SCUOLA SEC. II GRADO;I.P. SETT SERVIZI;I. P. SERVIZI SOCIALI;statale;;;Scuola coordinata;"Istituto ""Bosso-Monti"" di Torino";;POINT (7.674665229262226 45.06977090476238);45.06977090476238;7.674665229262226
256;VALENTINO BOSSO - AUGUSTO MONTI;TORINO;VIA ANTONIO MEUCCI 9;1;10121;011 5622142;011 5619903;bossomonti@hotmail.com;http://www.valentinobosso.it;SCUOLA SEC. II GRADO;I.T. SETT ECONOMICO;I.T. PER IL TURISMO;statale;;;Scuola coordinata;"Istituto ""Bosso-Monti"" di Torino";;POINT (7.674665229262226 45.06977090476238);45.06977090476238;7.674665229262226
257;VALENTINO BOSSO - AUGUSTO MONTI;TORINO;VIA ANTONIO MEUCCI 9;1;10121;011 5622142;011 5619903;bossomonti@hotmail.com;http://www.valentinobosso.it;SCUOLA SEC. II GRADO;I.P. SETT SERVIZI;I. P. SERV. COMM. TURIS. PUBBL;statale;;;Sede centrale;"Istituto ""Bosso-Monti"" di Torino";;POINT (7.674665229262226 45.06977090476238);45.06977090476238;7.674665229262226
258;PARATO;TORINO;VIA AQUILEIA 8;8;10133;011 6614838;011 6614838;toee05100a@istruzione.it;http://pellico.scuole.piemonte.it;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Circolo Didattico - ""Pellico""";;POINT (7.682493340537072 45.04113932140974);45.041139321409744;7.682493340537072
259;ANGIOLO SILVIO NOVARO;TORINO;VIA ARCANGELO CORELLI 4;6;10154;011 2463390;011 267639;ddnovaro@tin.it;;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Circolo Didattico ""Novaro""";;POINT (7.708001093070673 45.09417899964473);45.09417899964473;7.708001093070673
260;MADRE CABRINI;TORINO;VIA ARTISTI 4;7;10124;011 835858;011 835859;cabrini.to@tin.it;http://www.istitutocabrini.it;SCUOLA SEC. I GRADO;;;non statale;paritaria;;Sede centrale;"Istituto ""Madre Cabrini""";;POINT (7.694625703138303 45.07069609985894);45.07069609985894;7.6946257031383025
261;MADRE CABRINI;TORINO;VIA ARTISTI 4;7;10124;011 835858;011 835859;cabrini.to@tin.it;http://www.istitutocabrini.it;SCUOLA PRIMARIA;;;non statale;paritaria;;Sede di Plesso;"Istituto ""Madre Cabrini""";;POINT (7.694625703138303 45.07069609985894);45.07069609985894;7.6946257031383025
262;MADRE CABRINI;TORINO;VIA ARTISTI 4;7;10124;011 835858;011 835859;cabrini.to@tin.it;http://www.istitutocabrini.it;SCUOLA D'INFANZIA;;;non statale;paritaria;convenzionata;Sede di plesso;"Istituto ""Madre Cabrini""";;POINT (7.694625703138303 45.07069609985894);45.07069609985894;7.6946257031383025
263;GUGLIELMO MARCONI;TORINO;VIA ASIGLIANO VERCELLESE 10;7;10153;011 8980945;011 0588737;segreteria@icmarconiantonelli.it;http://www.icmarconiantonelli.it;SCUOLA SEC. I GRADO;;;statale;;;Sede centrale;"Istituto Comprensivo - ""Marconi - Antonelli""";;POINT (7.724761268444801 45.07594513138156);45.07594513138156;7.7247612684448015
264;POLLICINO;TORINO;VIA ASSIETTA 17;1;10128;011 546073;011 546073;ilpollicino@fastwebnet.it;http://www.coppino.it;SCUOLA D'INFANZIA;;;non statale;paritaria;non convenzionata;Sede di plesso;;;POINT (7.673435345392648 45.06284620276366);45.06284620276366;7.673435345392648
265;DI VIA ASSISI N.45;TORINO;VIA ASSISI 45;5;10149;011 250310;011 250310;smmassisi@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.667486845274276 45.09545100424274);45.09545100424274;7.667486845274276
266;S. MICHELE;TORINO;VIA AUGUSTO ABEGG 19;8;10126;011 6966217;011 6309237;scuola@scuolasanmichele.org;http://www.scuolasanmichele.org;SCUOLA D'INFANZIA;;;non statale;paritaria;non convenzionata;Sede di plesso;Scuola San Michele;;POINT (7.67199787744704 45.04035506780729);45.04035506780729;7.67199787744704
267;SAN MICHELE;TORINO;VIA AUGUSTO ABEGG 19;8;10126;011 6966217;011 6309237;scuola@scuolasanmichele.org;http://www.scuolasanmichele.org;SCUOLA PRIMARIA;;;non statale;paritaria;;Sede di Plesso;Scuola San Michele;;POINT (7.67199787744704 45.04035506780729);45.04035506780729;7.67199787744704
268;BERTA;TORINO;VIA AUGUSTO BERTA 15;3;10141;011 331954;011 386418;TOEE065008@istruzione.it;;SCUOLA D'INFANZIA;;;statale;;;Sede di plesso;"Circolo Didattico - ""Emilio Salgari""";;POINT (7.653418291493101 45.05887465647787);45.05887465647787;7.653418291493101
269;AUGUSTO BERTA;TORINO;VIA AUGUSTO BERTA 15;3;10141;011 337067;011 386418;TOEE065008@istruzione.it;;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Circolo Didattico - ""Emilio Salgari""";;POINT (7.653418291493101 45.05887465647787);45.05887465647787;7.653418291493101
270;A. MANZONI;TORINO;VIA BALME 46;4;10143;011 755205;011 748477;toee03900q@istruzione.it;;SCUOLA D'INFANZIA;;;statale;;;Sede di plesso;"Circolo Didattico - ""Manzoni""";;POINT (7.649507995250256 45.08126375036192);45.08126375036192;7.649507995250256
271;CADUTI DI CEFALONIA;TORINO;VIA BALTIMORA 110;2;10137;011 396447;011 3272110;tomm00900v@istruzione.it;http://www.cadutidicefalonia.it;SCUOLA SEC. I GRADO;;;statale;;;Sede centrale;"Istituto Secondario I grado - ""Caduti di Cefalonia""";;POINT (7.638015640593443 45.0462730937535);45.0462730937535;7.6380156405934425
272;RENATO SCLARANDI;TORINO;VIA BALTIMORA 171;2;10136;011 307585;011 307585;TOEE06900G@istruzione.it;http://share.dschola.it/ddgobetti;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Circolo Didattico - ""Gobetti""";;POINT (7.631094957529663 45.04849416042976);45.04849416042976;7.631094957529663
273;VIA BALTIMORA 64;TORINO;VIA BALTIMORA 64;2;10137;011 3272007;011 3092489;smmbaltimora@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.641861088634453 45.04491185476572);45.04491185476572;7.641861088634453
274;DI VIA BALTIMORA 76;TORINO;VIA BALTIMORA 76;2;10137;011 3248550;011 390778 - 011 392;ddmazzinisegreteria@ddmazzinitorino.it;http://www.ddmazzinitorino.it;SCUOLA D'INFANZIA;;;statale;;;Sede di plesso;"Circolo Didattico ""G. Mazzini""";;POINT (7.640901328168408 45.04524799646775);45.04524799646775;7.640901328168408
275;ERNESTO CHIOVINI;TORINO;VIA BALTIMORA 76;2;10137;011 3248550;011 390778 - 011 392;ddmazzinisegreteria@ddmazzinitorino.it;http://www.ddmazzinitorino.it;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Circolo Didattico ""G. Mazzini""";;POINT (7.640901328168408 45.04524799646775);45.04524799646775;7.640901328168408
276;OLIVETTI;TORINO;VIA BARDASSANO 5;7;10132;011 4438780;011 4438744;toic81800l@istruzione.it;http://www.gozzi-olivetti.org;SCUOLA SEC. I GRADO;;;statale;;;Sede centrale;"Istituto Comprensivo - ""Gozzi Olivetti""";;POINT (7.711611384574169 45.06670063172609);45.06670063172609;7.711611384574169
277;DROVETTI;TORINO;VIA BARDONECCHIA 34;3;10139;011 7496274;011 7495456;drovetti@tin.it;http://www.scuoladrovetti.org;SCUOLA SEC. I GRADO;;;statale;;;Sede centrale;"Scuola Media Statale ""Bernardino Drovetti""";;POINT (7.644866085029012 45.07277132651954);45.072771326519536;7.644866085029012
278;DI VIA BARDONECCHIA 36/A;TORINO;VIA BARDONECCHIA 36;3;10139;011 7493693;;toee01200q@istruzione.it;;SCUOLA D'INFANZIA;;;statale;;;Sede di plesso;"Circolo Didattico - ""Casati""";;POINT (7.644724932270289 45.07276762547975);45.07276762547975;7.644724932270289
279;MUNICIPALE BARLETTA;TORINO;VIA BARLETTA 109 int. 20/A;2;10136;011 4433463;011 4433648;smmbarletta@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.636828786743837 45.04916396832117);45.04916396832117;7.636828786743837
280;ERNESTO RICARDI DI NETRO;TORINO;VIA BEATO SEBASTIANO VALFRE' 8;1;10121;011 530213;011 530212;pacchiotti@tin.it;http://www.direzionedidatticapacchiotti.it;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Direzione Didattica - ""G. Pacchiotti""";;POINT (7.671089536705066 45.07060941839018);45.07060941839018;7.6710895367050655
281;VIA BEINASCO 34;TORINO;VIA BEINASCO 34;7;10152;011 850432;011 852430;TOEE05000E@istruzione.it;http://www.scuolaparini.it;SCUOLA D'INFANZIA;;;statale;;;Sede di plesso;"Circolo Didattico - ""Giuseppe Parini""";;POINT (7.677992415866624 45.08782735511947);45.08782735511947;7.677992415866624
282;GIULIO;TORINO;VIA BELFIORE 46;8;10125;011 658702;011 6692624;giulio@istitutogiulio.it;http://www.istitutogiulio.it;SCUOLA SEC. II GRADO;I.P. SETT SERVIZI;I. P. SERVIZI SOCIALI;statale;;;Scuola coordinata;"Istituto d'istruzione Secondaria Superiore - ""Giulio""";;POINT (7.677895824082895 45.05297863376467);45.05297863376467;7.677895824082895
283;GIULIO;TORINO;VIA BELFIORE 46;8;10125;011 658702;011 6692624;giulio@istitutogiulio.it;http://www.istitutogiulio.it;SCUOLA SEC. II GRADO;I.P. SETT SERVIZI;I. P. SERV. COMM. TURIS. PUBBL;statale;;;Succursale;"Istituto d'istruzione Secondaria Superiore - ""Giulio""";;POINT (7.677895824082895 45.05297863376467);45.05297863376467;7.677895824082895
284;PAOLO BOSELLI;TORINO;VIA BERNARDINO LUINI 123;5;10149;011 7394323;011 7395513;didattica@ipcboselli.it;http://www.istitutoboselli.it;SCUOLA SEC. II GRADO;I.P. SETT SERVIZI;I. P. SANITARIO E AUSILIARIO;statale;;;Scuola coordinata;"Istituto ""Paolo Boselli""";;POINT (7.657335358981888 45.09903931818819);45.09903931818819;7.657335358981888
285;Paolo BOSELLI;TORINO;VIA BERNARDINO LUINI 123;5;10149;011 7394323;011 7395513;didattica@ipcboselli.it;http://www.istitutoboselli.it;SCUOLA SEC. II GRADO;I.T. SETT ECONOMICO;I.T. PER IL TURISMO;statale;;;Scuola coordinata;"Istituto ""Paolo Boselli""";;POINT (7.657335358981888 45.09903931818819);45.09903931818819;7.657335358981888
286;Paolo BOSELLI;TORINO;VIA BERNARDINO LUINI 123;5;10149;011 7394323;011 7395513;didattica@ipcboselli.it;http://www.istitutoboselli.it;SCUOLA SEC. II GRADO;I.P. SETT SERVIZI;I. P. SERV. COMM. TURIS. PUBBL;statale;;;Succursale;"Istituto ""Paolo Boselli""";;POINT (7.657335358981888 45.09903931818819);45.09903931818819;7.657335358981888
287;ROSSELLI;TORINO;VIA BETTINO RICASOLI 15;7;10153;011 8179109;011 883959;ic.viaricasoli@tiscali.it;http://ic-viaricasoli-torino.org/;SCUOLA SEC. I GRADO;;;statale;;;Sede staccata;"Istituto Comprensivo - ""Via Ricasoli""";;POINT (7.70630657519228 45.07045594308629);45.07045594308629;7.70630657519228
288;L.A. MURATORI;TORINO;VIA BETTINO RICASOLI 30;7;10153;011 889166;011 883959;ic.viaricasoli@tiscali.it;http://ic-viaricasoli-torino.org/;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Istituto Comprensivo - ""Via Ricasoli""";;POINT (7.705274328604953 45.07192921518754);45.07192921518754;7.705274328604953
289;C. NIGRA;TORINO;VIA BIANZE' 7;4;10143;011 745105;011 740880;smsnigra@tin.it;http://www.nigra-to.it;SCUOLA SEC. I GRADO;;;statale;;;Sede centrale;"Istituto Secondario I grado - ""Costantino Nigra""";;POINT (7.65471888210257 45.07812146867045);45.07812146867045;7.6547188821025705
290;CONVITTO NAZIONALE UMBERTO I;TORINO;VIA BLIGNY 1;1;10122;011 4369436;011 5215296;convittonazionale@cnuto.it;http://www.cnuto.it;SCUOLA SEC. II GRADO;LICEO;LICEO SCIENTIFICO;statale;;;Sede centrale;Convitto Nazionale Umberto I;;POINT (7.675945460891907 45.07457895671991);45.07457895671991;7.675945460891907
291;CONVITTO NAZIONALE UMBERTO I;TORINO;VIA BLIGNY 1;1;10122;011 4369436;011 5215296;convittonazionale@cnuto.it;http://www.cnuto.it;SCUOLA SEC. II GRADO;LICEO;LICEO CLASSICO;statale;;;Scuola coordinata;Convitto Nazionale Umberto I;;POINT (7.675945460891907 45.07457895671991);45.07457895671991;7.675945460891907
292;CONVITTO NAZIONALE UMBERTO I;TORINO;VIA BLIGNY 1;1;10122;011 4369436;011 5215296;scuolaprimaria@cnuto.it;http://www.cnuto.it;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;Convitto Nazionale Umberto I;;POINT (7.675945460891907 45.07457895671991);45.07457895671991;7.675945460891907
293;A. EINSTEIN;TORINO;PIAZZALE (C.R.I.) CROCE ROSSA ITALIANA 183;6;10154;011 280668;011 2487193;tois01800r@liceoeinsteintorino.it;http://www.liceoeinsteintorino.it;SCUOLA SEC. II GRADO;LICEO;LICEO LINGUISTICO;statale;;;Scuola coordinata;"Istituto d'istruzione Secondaria Superiore - ""Einstein""";;POINT (7.710290005058223 45.08950310368025);45.08950310368025;7.710290005058223
294;A. EINSTEIN;TORINO;PIAZZALE (C.R.I.) CROCE ROSSA ITALIANA 183;6;10154;011 280668;011 2487193;tois01800r@liceoeinsteintorino.it;http://www.liceoeinsteintorino.it/;SCUOLA SEC. II GRADO;LICEO;LICEO SCIENZE UMANE - EX IST. E SC. MAGISTR;statale;;;Sezione staccata;"Istituto d'istruzione Secondaria Superiore - ""Einstein""";;POINT (7.710290005058223 45.08950310368025);45.08950310368025;7.710290005058223
295;GRAZIA DELEDDA;TORINO;VIA BOLOGNA 77;6;10154;011 2484252;011 2484252;zperotti@tin.it;http://www.scuolaviacimarosa.it;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Direzione Didattica - ""Ilaria Alpi""";;POINT (7.697842587099047 45.08362996233326);45.08362996233326;7.697842587099047
296;VIOLETA PARRA;TORINO;VIA BOSTON 33;2;10137;011 356646;011 356646;segreteria@ddtocasalegno.it;http://share.dschola.it/casalegno/default.htm;SCUOLA D'INFANZIA;;;statale;;;Sede di plesso;"Direzione Didattica - ""Carlo Casalegno""";;POINT (7.641489773482865 45.04029884153406);45.04029884153406;7.641489773482865
297;LEOPOLDO OTTINO;TORINO;VIA BRISSOGNE 32;3;10142;011 700227;011 700227;agazzi_ottino@tin.it;;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Circolo Didattico ""Agazzi Ottino""";;POINT (7.618114071565347 45.06319337232042);45.06319337232042;7.618114071565347
298;DI VIA BRISSOGNE;TORINO;VIA BRISSOGNE 39;3;10142;011 701699;011 700987;smmbrissogne@comune.torino.it;http://intracom.comune.torino.it/;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.618559631372136 45.06298304923769);45.06298304923769;7.618559631372136
299;COMUNALE;TORINO;VIA BRUINO 14;3;10138;011 4471131;011 4474420;smmbruino@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.655048756557346 45.0749917410393);45.0749917410393;7.655048756557346
300;REGINA MARGHERITA;TORINO;VIA CALUSO VALPERGA 12;8;10125;011 6505491;011 6692592;topm050003@istruzione.it;http://www.istitutoreginamargherita.it;SCUOLA SEC. II GRADO;LICEO;LICEO LINGUISTICO;statale;;;Scuola coordinata;"Istituto d'istruzione Secondaria Superiore - ""Regina Margherita""";;POINT (7.677501614685733 45.05339098011565);45.05339098011565;7.677501614685733
301;REGINA MARGHERITA;TORINO;VIA CALUSO VALPERGA 12;8;10125;011 6505491;011 6692592;topm050003@istruzione.it;http://www.istitutoreginamargherita.it;SCUOLA SEC. II GRADO;LICEO;LICEO SCIENZE UMANE - EX IST. E SC. MAGISTR;statale;;;Sede centrale;"Istituto d'istruzione Secondaria Superiore - ""Regina Margherita""";;POINT (7.677501614685733 45.05339098011565);45.05339098011565;7.677501614685733
302;VIBERTI;TORINO;VIA CAMBIANO 10;5;10149;011 252050;011 2166367;smmcambiano@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.675466466354623 45.0922435698868);45.0922435698868;7.675466466354623
303;GIACHINO;TORINO;VIA CAMPOBASSO 11;6;10155;011 2463848;011 2463848;segreteria@annafrank.it;http://share.dschola.it/annafrankto/default.aspx;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Circolo Didattico - ""Anna Frank""";;POINT (7.698441911549025 45.10848310221716);45.10848310221716;7.6984419115490255
304;MARIA CONSOLATRICE;TORINO;VIA CAPRERA 46;2;10136;011 3290210;011 322618;economato@mconsolatrice.it;http://www.mconsolatrice.it;SCUOLA SEC. I GRADO;;;non statale;paritaria;;Sede centrale;"Istituto ""Maria Consolatrice""";;POINT (7.646558969262155 45.05046563354356);45.05046563354356;7.646558969262155
305;GESU' BAMBINO;TORINO;VIA CAPRERA 46;2;10136;011 3290210;011 322618;economato@mconsolatrice.it;http://www.mconsolatrice.it;SCUOLA PRIMARIA;;;non statale;paritaria;;Sede di Plesso;"Istituto ""Maria Consolatrice""";;POINT (7.646558969262155 45.05046563354356);45.05046563354356;7.646558969262155
306;EMAN.FILIB.SAVOIA DUCA D'AOSTA;TORINO;VIA CARLO CAPELLI 51;4;10146;011 724696;011 724696;segreteria@ddducadaosta.it;;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Direzione didattica - ""Duca d'Aosta""";;POINT (7.633911775201172 45.07951813526572);45.079518135265715;7.633911775201172
307;DANTE ALIGHIERI;TORINO;VIA CARLO CAPELLI 66;4;10146;011 7710454;011 7493341;sms.dante@virgilio.it;http://www.dantealighieritorino.it;SCUOLA SEC. I GRADO;;;statale;;;Succursale;"Istituto Secondario I grado - ""Dante Alighieri""";;POINT (7.634249230279379 45.08041941083319);45.08041941083319;7.634249230279379
308;GIULIO;TORINO;VIA CARLO IGNAZIO GIULIO 30;1;10122;011 4425270;011 4425390;smmgiulio@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.676288701845044 45.07803818043151);45.078038180431506;7.676288701845044
309;U. SABA;TORINO;VIA CARLO LORENZINI 4;5;10147;011 296470;011 252319;segreteria@scuolasaba.it;http://www.scuolasaba.it;SCUOLA SEC. I GRADO;;;statale;;;Sede centrale;"Istituto Comprensivo - ""Umberto Saba""";;POINT (7.677878428876498 45.0997901777752);45.099790177775205;7.677878428876498
310;SCUOLA D'INFANZIA;TORINO;VIA CARLO PISACANE 71;2;10127;011 6060610;;smmpisacane@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.649492862447905 45.01449898884197);45.01449898884197;7.6494928624479055
311;BIRAGO;TORINO;VIA CARLO PISACANE 72;2;10127;011 6820519;011 6054975;birago.succursale@ipsiabirago.it;http://www.ipsiabirago.it;SCUOLA SEC. II GRADO;I.P. SETT. INDUSTRIA E ARTIGIANATO;I.P. INDUSTRIA E ARTIG.;statale;;;Succursale;"Istituto professionale di Stato ""Birago""";;POINT (7.649378797755564 45.01466409938647);45.01466409938647;7.649378797755564
312;SCUOLA MUNICIPALE INFANZIA;TORINO;VIA CARLO POMA 14;2;10137;011 3115088;011 4420573;smmpoma@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Succursale;;;POINT (7.631019714539075 45.03483388506229);45.03483388506229;7.631019714539075
313;B. CHIARA;TORINO;VIA CARLO PORTA 6;6;10155;011 2463844;011 202330;toic808002@istruzione.it;;SCUOLA SEC. I GRADO;;;statale;;;Succursale;"Istituto Comprensivo - ""Leonardo Da Vinci""";;POINT (7.700737644636221 45.10421097425947);45.104210974259466;7.700737644636221
314;LA RIBAMBELLE;TORINO;VIA CARLO TENIVELLI 1;4;10143;011 4371660;011 4371660;tiziana.motto@libero.it;http://www.nidomaternaribambelle.it;SCUOLA D'INFANZIA;;;non statale;non paritaria;;Sede di plesso;;;POINT (7.661405236800193 45.07907158768307);45.079071587683075;7.661405236800193
315;CARLO BONCOMPAGNI;TORINO;VIA CARLO VIDUA 1;4;10144;011 480330;011 4731731;media.pacinotti@tin.it;http://www.icpacinotti.it;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Istituto Comprensivo - ""Antonio Pacinotti""";;POINT (7.660933463899014 45.08102534137084);45.08102534137084;7.660933463899014
