ID_CHIESA;FK_TIPO_CH;TIPO_CHIES;DENOMINAZ;INDIRIZZO;CITTA;CAP;CIRCOSCRIZ;TELEFONO;FAX;EMAIL;URL;ZONA_VICAR;UNITA_PAST;PARROCCO;CONFESSION;ORARIO;COD_DIOCES;ABIT_PARRO;NOM_U_PAST;geometry;LATITUDE;LONGITUDE;QUARTIERE;DQUARTIERE;DCIRCOSCRIZ
172;2;NON PARROCCHIALE;SS. Maurizio e Lazzaro - Basilica;VIA MILANO 20;TORINO;10122;1;011/4361026;;;;;;;Chiesa Cattolica;chiusa il lunedý;;;;POINT (7.682681979808629 45.0751851072085);45.0751851072085;7.6826819798086285;1;Centro;Centro - Crocetta
174;2;NON PARROCCHIALE;SS. Trinita';VIA GIUSEPPE GARIBALDI 6;TORINO;10122;1;;;;;;;;Chiesa Cattolica;;;;;POINT (7.683281616989053 45.07190275263335);45.07190275263335;7.683281616989053;1;Centro;Centro - Crocetta
177;2;NON PARROCCHIALE;Visitazione;VIA VENTI SETTEMBRE 23;TORINO;10121;1;011/543979;;;;;;;Chiesa Cattolica;"Fest. 11.30-12.15-17.30; Prefest. 18.15";;;;POINT (7.679734342111455 45.06605564634341);45.06605564634341;7.6797343421114554;1;Centro;Centro - Crocetta
45;1;PARROCCHIALE;S. Agostino Vescovo;VIA S. CHIARA 9;TORINO;10122;1;011 4368833;011 4360185;parr.s.agostino@diocesi.torino.it;http://www4.diocesi.torino.it/schede/parr047.htm;1.0;1.0;PACINI can. Andrea;Chiesa Cattolica;;47.0;2550.0;Unita' Pastorale N.01 - Cattedrale;POINT (7.679831179666929 45.07570011393899);45.075700113938986;7.6798311796669285;1;Centro;Centro - Crocetta
55;1;PARROCCHIALE;S. Dalmazzo Martire;VIA DELLE ORFANE 3;TORINO;10122;1;011 4366628;;;http://www4.diocesi.torino.it/schede/parr058.htm;1.0;1.0;ROSSI padre Fabrizio B.;Chiesa Cattolica;;58.0;1900.0;Unita' Pastorale N.01 - Cattedrale;POINT (7.678330986762081 45.07416613177357);45.07416613177357;7.678330986762081;1;Centro;Centro - Crocetta
22;1;PARROCCHIALE;Madonna del Carmine;VIA DEL CARMINE 3;TORINO;10122;1;011 4369525;;;http://www4.diocesi.torino.it/schede/parr022.htm;1.0;1.0;GAUDE don Pier Giuseppe;Chiesa Cattolica;;22.0;;Unita' Pastorale N.01 - Cattedrale;POINT (7.676149552812358 45.0753148674205);45.075314867420495;7.676149552812358;1;Centro;Centro - Crocetta
58;1;PARROCCHIALE;S. Francesco da Paola;VIA PO 16;TORINO;10123;1;011 883605;011 8170144;;http://www4.diocesi.torino.it/schede/parr062.htm;1.0;2.0;FARANDA don Sandro;Chiesa Cattolica;;62.0;4200.0;Unita' Pastorale N.02 - S.Massimo;POINT (7.689469889478647 45.06845602725055);45.06845602725055;7.689469889478647;1;Centro;Centro - Crocetta
82;1;PARROCCHIALE;S. Massimo Vescovo di Torino;VIA DEI MILLE 28;TORINO;10123;1; 011 882858;011 8126703;;http://www4.diocesi.torino.it/schede/parr085.htm;1.0;2.0;MANZO don Franco;Chiesa Cattolica;;85.0;5500.0;Unita' Pastorale N.02 - S.Massimo;POINT (7.688144130361028 45.06224005449952);45.06224005449952;7.688144130361028;1;Centro;Centro - Crocetta
114;2;NON PARROCCHIALE;Consolata - Santuario Basilica;PIAZZA DELLA CONSOLATA 9/C;TORINO;10122;1;011/4363235;;;;;;;Chiesa Cattolica;"Fest.6.30-8-9-10-11-12-16 (escl.lug-set)-18.15-19.30; Prefest.18.15";;;;POINT (7.678733794284504 45.07645143223967);45.07645143223967;7.678733794284504;1;Centro;Centro - Crocetta
116;2;NON PARROCCHIALE;Cappella dei mercanti (Epifania del Signore);VIA GIUSEPPE GARIBALDI 25;TORINO;10122;1;011/5627226;;;;;;;Chiesa Cattolica;Fest.11;;;;POINT (7.679548548352058 45.07310938615984);45.07310938615984;7.6795485483520585;1;Centro;Centro - Crocetta
132;2;NON PARROCCHIALE;Misericordia;VIA GIUSEPPE BARBAROUX 41;TORINO;10122;1;011/537784;;;;;;;Chiesa Cattolica;Fest.11;;;;POINT (7.676935335379452 45.073228196809);45.073228196809005;7.676935335379452;1;Centro;Centro - Crocetta
142;2;NON PARROCCHIALE;S. Antonio di Padova;VIA S. ANTONIO DA PADOVA 7;TORINO;10121;1;011/5621917;;;;;;;Chiesa Cattolica;"Fest. 9.30-11.30-17.30; Prefest.17.30";;;;POINT (7.665652713414397 45.06866345710783);45.06866345710783;7.6656527134143975;1;Centro;Centro - Crocetta
146;2;NON PARROCCHIALE;S. Domenico;VIA S. DOMENICO 0;TORINO;10122;1;011/5229711;;;;;;;Chiesa Cattolica;"Fest.10-18; Prefest.18";;;;POINT (7.681730760770233 45.07439576381751);45.07439576381751;7.6817307607702325;1;Centro;Centro - Crocetta
148;2;NON PARROCCHIALE;S. Francesco d'Assisi;VIA S. FRANCESCO D'ASSISI 11;TORINO;10122;1;011/5628474;;;;;;;Chiesa Cattolica;"Fest.19.15; Prefest.18.45";;;;POINT (7.680267469499062 45.07162468671095);45.071624686710955;7.6802674694990625;1;Centro;Centro - Crocetta
153;2;NON PARROCCHIALE;S. Giuseppe (Padri Camilliani);VIA S. TERESA 22/B;TORINO;10121;1;011/5628093;;;;;;;Chiesa Cattolica;"Fest. 10.30-18.45; Prefest.18.45";;;;POINT (7.679604844170425 45.0696453485777);45.0696453485777;7.679604844170425;1;Centro;Centro - Crocetta
155;2;NON PARROCCHIALE;S. Lorenzo;VIA PALAZZO DI CITTA' 4;TORINO;10122;1;011/4361527;;;;;;;Chiesa Cattolica;"Fest. 9.30-11-12 (escl. ago) -18.30-21; Prefest. 18.30";;;;POINT (7.684484685812238 45.07208357619661);45.07208357619661;7.6844846858122375;1;Centro;Centro - Crocetta
163;2;NON PARROCCHIALE;S. Rocco (Confraternita);VIA S. FRANCESCO D'ASSISI 1;TORINO;10122;1;011/535323;;;;;;;Chiesa Cattolica;Fest, 10.30;;;;POINT (7.680867002405559 45.07243648920663);45.07243648920663;7.6808670024055585;1;Centro;Centro - Crocetta
166;2;NON PARROCCHIALE;S. Teresa di Gesu';PIAZZETTA S. TERESA 5;TORINO;10121;1;011/538278;;;;;;;Chiesa Cattolica;"Fest. 9-11-19-21; Prefest. 17.30";;;;POINT (7.680963672148057 45.06893506515598);45.068935065155976;7.6809636721480565;1;Centro;Centro - Crocetta
169;2;NON PARROCCHIALE;Spirito Santo;VIA PORTA PALATINA 9;TORINO;10122;1;011/4361050;;;;;;;Chiesa Cattolica;;;;;POINT (7.683186345733166 45.0730040221575);45.0730040221575;7.683186345733166;1;Centro;Centro - Crocetta
243;2;NON PARROCCHIALE;SS. Sudario;VIA PIAVE 14;TORINO;10122;1;011/4365832;;;;;;;Chiesa Cattolica;1¿ domenica del mese: 9.30;;;;POINT (7.676258253785048 45.07635486316207);45.07635486316207;7.676258253785048;1;Centro;Centro - Crocetta
25;1;PARROCCHIALE;Madonna della Divina Provvidenza;VIA VALENTINO CARRERA 11;TORINO;10146;4;011 740272;011 7768832;parrocchia.divina.provvidenza@gmail.com;http://www.diocesi.torino.it/parrocchiadivinaprovvidenza;4.0;10.0;BARAVALLE don Sergio;Chiesa Cattolica;;25.0;13000.0;Unita' Pastorale N.10 - Parella;POINT (7.636046732683265 45.07983600067598);45.079836000675975;7.636046732683265;14;Parella;San Donato - Campidoglio - Parella
64;1;PARROCCHIALE;S. Giovanna d'Arco;VIA BORGOMANERO 50;TORINO;10145;4;011 7496196;011 7496196;santagiovanna@libero.it;http://www4.diocesi.torino.it/schede/parr068.htm;4.0;10.0;TURELLA don Giovanni;Chiesa Cattolica;;68.0;8500.0;Unita' Pastorale N.10 - Parella;POINT (7.641290004518855 45.08175998320099);45.08175998320099;7.641290004518855;14;Parella;San Donato - Campidoglio - Parella
133;2;NON PARROCCHIALE;N.S. de La Salette;VIA MADONNA DELLE SALETTE 20;TORINO;10146;4;011/721200;;;;;;;Chiesa Cattolica;Fest.10.30;;;;POINT (7.617876176074971 45.07606531741285);45.076065317412855;7.617876176074971;14;Parella;San Donato - Campidoglio - Parella
81;1;PARROCCHIALE;S. Maria Goretti;VIA VITTORIO ACTIS 20;TORINO;10146;4;011 7794827;011 7731517;parr.s.maria.goretti@diocesi.torino.it;http://www.smgoretti.it/home.php;4.0;10.0;GAZZANO don Emilio;Chiesa Cattolica;;84.0;10500.0;Unita' Pastorale N.10 - Parella;POINT (7.619873414780923 45.07903516768698);45.07903516768698;7.619873414780923;14;Parella;San Donato - Campidoglio - Parella
57;1;PARROCCHIALE;S. Ermenegildo Re e Martire;CORSO BERNARDINO TELESIO 98;TORINO;10146;4;011 798097;011 798097;sdenis@unodinoicom.it;http://www4.diocesi.torino.it/schede/parr060.htm;4.0;10.0;ROGALA padre Stanislaw M.S.;Chiesa Cattolica;;60.0;8000.0;Unita' Pastorale N.10 - Parella;POINT (7.62926763657526 45.08245384346261);45.08245384346261;7.62926763657526;14;Parella;San Donato - Campidoglio - Parella
150;2;NON PARROCCHIALE;S. Giovanna Francesca de Chantal;VIA PAOLO PIO PERAZZO 7;TORINO;10146;4;;;;;;;;Chiesa Cattolica;;;;;POINT (7.619149951005536 45.08264181672038);45.08264181672038;7.619149951005536;14;Parella;San Donato - Campidoglio - Parella
19;1;PARROCCHIALE;La Visitazione;PIAZZA DEL MONASTERO 14;TORINO;10146;4;011 7730184;011 7790780;;http://www4.diocesi.torino.it/schede/parr019.htm;4.0;10.0;CORGIAT LOIA BRANCOT don Renzo;Chiesa Cattolica;;19.0;4500.0;Unita' Pastorale N.10 - Parella;POINT (7.627039215520661 45.07584691400938);45.075846914009375;7.627039215520661;14;Parella;San Donato - Campidoglio - Parella
26;1;PARROCCHIALE;Madonna della Guardia;VIA MONGINEVRO 251;TORINO;10142;3;011 700803;011 700803;torino@ppfmc.it;http://www4.diocesi.torino.it/schede/parr026.htm;3.0;7.0;CANTU' padre Giuseppe O.F.M.;Chiesa Cattolica;;26.0;8300.0;Unita' Pastorale N.07 - Murialdo;POINT (7.620642952166748 45.06442513790955);45.064425137909545;7.620642952166748;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
39;1;PARROCCHIALE;Nostra Signora del Sacro Cuore di Gesu';VIA ANASTASIO GERMONIO 27;TORINO;10142;3;011 4115573;011 4032800;;http://www4.diocesi.torino.it/schede/parr039.htm;3.0;7.0;BERTOCCO don Dario;Chiesa Cattolica;;39.0;9020.0;Unita' Pastorale N.07 - Murialdo;POINT (7.611201806824593 45.07203232337677);45.07203232337677;7.611201806824593;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
51;1;PARROCCHIALE;S. Benedetto Abate;VIA LORENZO DELLEANI 24;TORINO;10141;3;011 389376;011 389376;parr.s.benedetto@diocesi.it;http://www4.diocesi.torino.it/schede/parr053.htm;3.0;6.0;MARESCOTTI don Paolo;Chiesa Cattolica;;53.0;8300.0;Unita' Pastorale N.06 - Pozzo Strada;POINT (7.63518298266826 45.06761954819313);45.06761954819313;7.63518298266826;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
38;1;PARROCCHIALE;Nativita' di Maria Vergine;VIA BARDONECCHIA 161;TORINO;10141;3;011 7790560;011 7728526;parr.nativita.maria@diocesi.torino.it;http://parrocchie.diocesi.torino.it/parr038/;3.0;6.0;PERUCCA don Enrico;Chiesa Cattolica;;38.0;15000.0;Unita' Pastorale N.06 - Pozzo Strada;POINT (7.627130826602924 45.07200652863562);45.07200652863562;7.627130826602924;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
92;1;PARROCCHIALE;S. Rosa da Lima;VIA BARDONECCHIA 85;TORINO;10139;3;011 386300;;;http://www4.diocesi.torino.it/schede/parr095.htm;3.0;6.0;DEPAOLI don Clemente;Chiesa Cattolica;;95.0;8000.0;Unita' Pastorale N.06 - Pozzo Strada;POINT (7.637373117387909 45.07230823245631);45.07230823245631;7.637373117387909;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
76;1;PARROCCHIALE;S. Leonardo Murialdo;VIA CHAMBERY 46;TORINO;10142;3;011 720039;;parr.murialdo@diocesi.torino.it;http://www.diocesi.torino.it/parr079;3.0;7.0;VOLATERRA don Roberto;Chiesa Cattolica;;79.0;6300.0;Unita' Pastorale N.07 - Murialdo;POINT (7.618356087119851 45.06924526946647);45.06924526946647;7.618356087119851;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
8;1;PARROCCHIALE;Gesu' Buon Pastore;VIA MONTE VODICE 11;TORINO;10141;3;011 389939;;gbp@parrocchie.it;http://www.parrocchie.it/torino/gesubp;3.0;6.0;JALLA don Giorgio;Chiesa Cattolica;;8.0;13000.0;Unita' Pastorale N.06 - Pozzo Strada;POINT (7.631963838700663 45.06344714991504);45.06344714991504;7.6319638387006625;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
28;1;PARROCCHIALE;Madonna di Campagna;VIA GUGLIELMO CARDINALE MASSAIA 98;TORINO;10147;5;011 2296917;011 253945;parr.madonna.campagna@diocesi.torino.it;http://www.diocesi.torino.it/parr028;5.0;13.0;BORTOLOZZO padre Ferruccio O.F.M.;Chiesa Cattolica;;28.0;19500.0;Unita' Pastorale N.13 - Madonna di Campagna;POINT (7.668923332254832 45.10230873058457);45.10230873058457;7.668923332254832;16;Madonna di Campagna;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
70;1;PARROCCHIALE;S. Giuseppe Benedetto Cottolengo;VIA ANGELO MESSEDAGLIA 21;TORINO;10149;5;011 290992;011 2211780;parr.cottolengo@diocesi.torino.it;http://www.diocesi.torino.it/parr073;5.0;12.0;PROVERA don Roberto S.S.C.;Chiesa Cattolica;;73.0;19000.0;Unita' Pastorale N.12 - Santo Volto;POINT (7.66069227147961 45.09870745256837);45.09870745256837;7.6606922714796095;16;Madonna di Campagna;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
112;1;PARROCCHIALE;Santo Volto;VIA VAL DELLA TORRE 3;TORINO;10149;5;011 5156480;011 5156482;;http://www.santovolto.com;5.0;12.0;GIORDA can. Mauro;Chiesa Cattolica;;112.0;10400.0;Unita' Pastorale N.12 - Santo Volto;POINT (7.662471006041246 45.09365636795155);45.09365636795155;7.662471006041246;16;Madonna di Campagna;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
49;1;PARROCCHIALE;S. Antonio Abate;PIAZZA STAMPALIA 17/A;TORINO;10148;5;011 2264559;011 2264559;parr.s.antonio@diocesi.torino.it;http://www4.diocesi.torino.it/schede/parr051.htm;5.0;12.0;REBURDO don Felice Francesco;Chiesa Cattolica;;51.0;9500.0;Unita' Pastorale N.12 - Santo Volto;POINT (7.658381406642328 45.11169687804518);45.11169687804518;7.658381406642328;16;Madonna di Campagna;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
86;1;PARROCCHIALE;S. Paolo Apostolo;VIA GIUSEPPE MACHERIONE 23;TORINO;10148;5;011 2260313;011 2260313;;http://www4.diocesi.torino.it/schede/parr089.htm;5.0;12.0;CASTAGNERI don Carlo;Chiesa Cattolica;;89.0;9500.0;Unita' Pastorale N.12 - Santo Volto;POINT (7.654204829977882 45.11868904252723);45.11868904252723;7.654204829977882;16;Madonna di Campagna;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
32;1;PARROCCHIALE;Maria Madre della Chiesa;VIA BALTIMORA 85;TORINO;10137;2;011 366908;011 3270617;mmc_baltimora@email.it;http://www.parrocchie.it/torino/mariamadredellachiesa;8.0;17.0;MOLGORA don Enrico;Chiesa Cattolica;;32.0;7980.0;Unita' Pastorale N.17 - Santa Rita;POINT (7.639526217871213 45.04555130266606);45.045551302666055;7.639526217871213;11;Santa Rita;Santa Rita - Mirafiori
33;1;PARROCCHIALE;Maria Madre di Misericordia;VIA ADA NEGRI 22;TORINO;10136;2;011 369157;;parrocchia@madremisericordia.it;http://www.madremisericordia.it;8.0;18.0;ANDREIS don Quintino;Chiesa Cattolica;;33.0;10000.0;Unita' Pastorale N.18 - S.Ignazio;POINT (7.640874550324763 45.05229487724491);45.05229487724491;7.640874550324763;11;Santa Rita;Santa Rita - Mirafiori
37;1;PARROCCHIALE;Natale del Signore;VIA BOSTON 37;TORINO;10137;2;011 352013;011 3247476;parr.santo.natale@diocesi.torino.it;http://parrocchie.diocesi.torino.it/parr037/;8.0;17.0;CHIABRANDO don Romolo;Chiesa Cattolica;;37.0;17970.0;Unita' Pastorale N.17 - Santa Rita;POINT (7.64088814757904 45.04048322741081);45.04048322741081;7.64088814757904;11;Santa Rita;Santa Rita - Mirafiori
91;1;PARROCCHIALE;S. Rita da Cascia;VIA GIUSEPPE VERNAZZA 38;TORINO;10136;2;011 3290169;011 3290160;parr.s.rita@diocesi.torino.it;http://www.santaritatorino.it;8.0;17.0;BIROLO don Leonardo;Chiesa Cattolica;;94.0;22300.0;Unita' Pastorale N.17 - Santa Rita;POINT (7.646654264647588 45.04579064187778);45.04579064187778;7.646654264647588;11;Santa Rita;Santa Rita - Mirafiori
117;2;NON PARROCCHIALE;Gesu' Bambino;VIA MONFALCONE 28;TORINO;10136;2;011/3290220;;;;;;;Chiesa Cattolica;Fest.9.30 (ecl. lug-ago);;;;POINT (7.646480714732152 45.04896644827588);45.048966448275884;7.646480714732152;11;Santa Rita;Santa Rita - Mirafiori
63;1;PARROCCHIALE;S. Giorgio Martire;VIA LAZZARO SPALLANZANI 7;TORINO;10134;1;011 3181460;01119706478;;http://www.sangiorgiomartire.eu/;2.0;3.0;BERTOLA don Carlo;Chiesa Cattolica;;67.0;13500.0;Unita' Pastorale N.03 - Crocetta;POINT (7.662522120243817 45.04828916006012);45.04828916006012;7.662522120243817;11;Santa Rita;Centro - Crocetta
128;2;NON PARROCCHIALE;Maria Consolatrice;VIA CAPRERA 46;TORINO;10136;2;011/390538;;;;;;;Chiesa Cattolica;Fest.8-11(escl.lug-ago);;;;POINT (7.646558969262155 45.05046563354356);45.05046563354356;7.646558969262155;11;Santa Rita;Santa Rita - Mirafiori
36;1;PARROCCHIALE;Maria Speranza Nostra;VIA CERESOLE 44;TORINO;10155;6;011 2424739;;;http://www4.diocesi.torino.it/schede/parr036.htm;7.0;14.0;MSUMANGE padre Godfrey Poertphal Alois;Chiesa Cattolica;;36.0;17150.0;Unita' Pastorale N.14 - Barriera di Milano;POINT (7.690125100668727 45.0969659646226);45.096965964622605;7.690125100668727;18;Barriera di Milano;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
56;1;PARROCCHIALE;S. Domenico Savio;VIA GIOVANNI PAISIELLO 37;TORINO;10154;6;011 2304112;011 2304167;parrocchia@michelerua.it;http://www.michelerua.it/parrocchia.htm;7.0;14.0;CATTANE don Giovanni S.D.B.;Chiesa Cattolica;;59.0;12000.0;Unita' Pastorale N.14 - Barriera di Milano;POINT (7.701441088558833 45.09146907538388);45.09146907538388;7.701441088558833;18;Barriera di Milano;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
34;1;PARROCCHIALE;Maria Regina della Pace;VIA MALONE 19;TORINO;10154;6;011 2482816;011 2472800;mariareginadellapace@gmail.com;http://mariareginadellapace.110mb.com;7.0;14.0;PIZZOMIGLIO padre Ottaviano O.M.V.;Chiesa Cattolica;;34.0;19130.0;Unita' Pastorale N.14 - Barriera di Milano;POINT (7.692803801698195 45.08934123755408);45.08934123755408;7.6928038016981946;18;Barriera di Milano;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
12;1;PARROCCHIALE;Gesu' Operaio;VIA RUGGERO LEONCAVALLO 18;TORINO;10154;6;011 2482420;011 2406661;parr.gesu.operaio@diocesi.torino.it;http://www4.diocesi.torino.it/schede/parr012.htm;7.0;14.0;BELTRAMEA don Alberto;Chiesa Cattolica;;12.0;11200.0;Unita' Pastorale N.14 - Barriera di Milano;POINT (7.698101627050152 45.08563072878719);45.08563072878719;7.698101627050152;18;Barriera di Milano;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
43;1;PARROCCHIALE;Risurrezione del Signore;VIA MONTE ROSA 150;TORINO;10154;6;011 200078;;;http://www.oratorioresu.it/;7.0;15.0;PICCOTTINO don Carlo S.D.B.;Chiesa Cattolica;;43.0;7500.0;Unita' Pastorale N.15 - Rebaudengo-Falchera;POINT (7.700826743319007 45.09886750363358);45.09886750363358;7.700826743319007;20;Regio Parco;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
60;1;PARROCCHIALE;S. Gaetano da Thiene;VIA S. GAETANO THIENE 2;TORINO;10154;6;011 202349;;;http://www4.diocesi.torino.it/schede/parr064.htm;6.0;16.0;TENDERINI don Secondo;Chiesa Cattolica;;64.0;6250.0;Unita' Pastorale N.16 - Santa Croce;POINT (7.713444979764212 45.08980218080416);45.08980218080416;7.713444979764212;20;Regio Parco;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
85;1;PARROCCHIALE;S. Nicola Vescovo;VIA SANDRO BOTTICELLI 219;TORINO;10154;6;011 2050056;;;http://www4.diocesi.torino.it/schede/parr088.htm;6.0;16.0;TENDERINI don Secondo;Chiesa Cattolica;;88.0;3410.0;Unita' Pastorale N.16 - Santa Croce;POINT (7.71567713994316 45.0956955124361);45.0956955124361;7.71567713994316;20;Regio Parco;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
139;2;NON PARROCCHIALE;Risurrezione del Signore;VIA LORENZO PEROSI 11;TORINO;10154;6;011/204178;;;;;;;Chiesa Cattolica;Fest.9.30;;;;POINT (7.706698275445508 45.09675685528418);45.09675685528418;7.706698275445508;20;Regio Parco;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
154;2;NON PARROCCHIALE;S. Giuseppe;VIA MONCRIVELLO 12/A;TORINO;10154;6;011/202349;;;;;;;Chiesa Cattolica;Prefest.18;;;;POINT (7.708157200119643 45.08959654952834);45.08959654952834;7.7081572001196434;20;Regio Parco;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
73;1;PARROCCHIALE;S. Grato in Bertolla;STRADA BERTOLLA 113;TORINO;10156;6;011 2730187;;;http://www4.diocesi.torino.it/schede/parr076.htm;6.0;16.0;CALZONI don Alberto;Chiesa Cattolica;;76.0;2610.0;Unita' Pastorale N.16 - Santa Croce;POINT (7.74639484378892 45.10018867431884);45.10018867431884;7.74639484378892;20;Regio Parco;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
61;1;PARROCCHIALE;S. Giacomo Apostolo;VIA DAMIANO CHIESA 53;TORINO;10156;6;011 2730537;011 2749991;parr.s.giacomo@diocesi.torino.it;http://www.diocesi.torino.it/parr065;6.0;16.0;CALZONI don Alberto;Chiesa Cattolica;;65.0;9760.0;Unita' Pastorale N.16 - Santa Croce;POINT (7.730165992567525 45.1006890826774);45.1006890826774;7.730165992567525;20;Regio Parco;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
59;1;PARROCCHIALE;S. Francesco di Sales;VIA MALTA 42;TORINO;10141;3;011 337462;011 337462;;http://www.diocesi.torino.it/parr063;3.0;5.0;AVATANEO don Giacomo;Chiesa Cattolica;;63.0;6500.0;Unita' Pastorale N.05 - S.Paolo;POINT (7.64646240739657 45.05652616151769);45.05652616151769;7.64646240739657;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
52;1;PARROCCHIALE;S. Bernardino da Siena;VIA S. BERNARDINO 13;TORINO;10141;3;011 3852170;011 3828754;parr.s.bernardino@davide.it;http://www.diocesi.torino.it/parr054/;3.0;5.0;PRADELLA padre Fedele Gervasio O.F.M.;Chiesa Cattolica;;54.0;18500.0;Unita' Pastorale N.05 - S.Paolo;POINT (7.646315916782646 45.06208265541873);45.062082655418735;7.646315916782646;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
67;1;PARROCCHIALE;S. Giovanni Maria Vianney;VIA GIULIO GIANELLI 8;TORINO;10135;8;011 3171120;;parr.vianney@diocesi.torino.it;http://www.parrocchiavianney.it;9.0;21.0;ROLANDO don Ester;Chiesa Cattolica;;70.0;13750.0;Unita' Pastorale N.21 - Lingotto;POINT (7.644170573351014 45.02133844249289);45.02133844249289;7.644170573351014;10;Mercati generali;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
78;1;PARROCCHIALE;S. Marco Evangelista;VIA EDOARDO DANEO 19;TORINO;10135;8;011 612714;;;http://www4.diocesi.torino.it/schede/parr081.htm;9.0;21.0;SARZINI don Franco;Chiesa Cattolica;;81.0;4550.0;Unita' Pastorale N.21 - Lingotto;POINT (7.64217810247083 45.02593701688926);45.02593701688926;7.64217810247083;10;Mercati generali;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
27;1;PARROCCHIALE;Madonna delle Rose;VIA ROSARIO SANTA FE' 7;TORINO;10134;8;011 3190216;011 3190216;parr.madonna.rose@diocesi.torino.it;http://www4.diocesi.torino.it/schede/parr027.htm;8.0;17.0;MAZZOLENI padre Mario O.P.;Chiesa Cattolica;;27.0;20200.0;Unita' Pastorale N.17 - Santa Rita;POINT (7.650614936879047 45.03511228935911);45.03511228935911;7.650614936879047;10;Mercati generali;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
17;1;PARROCCHIALE;Immacolata Concezione e S. Giovanni Battista;VIA MONTE CORNO 36;TORINO;10127;8;011 /3171351;011 3035230;parr.immacolata.lingotto@diocesi.torino.it;http://www.diocesi.torino.it/parr017;9.0;21.0;FASSINO don Fabrizio;Chiesa Cattolica;;17.0;7000.0;Unita' Pastorale N.21 - Lingotto;POINT (7.653595291358529 45.02484629335272);45.02484629335272;7.653595291358529;10;Mercati generali;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
68;1;PARROCCHIALE;S. Giulia Vergine e Martire;PIAZZA S. GIULIA 7 bis;TORINO;10124;7;011 8178863;011 8158314;parr.s.giulia@libero.it;http://www.parrocchiasantagiulia.com/ ;6.0;2.0;SOLDI don Primo;Chiesa Cattolica;;71.0;11000.0;Unita' Pastorale N.02 - S.Massimo;POINT (7.699781819810817 45.07009216912613);45.07009216912613;7.699781819810817;8;Vanchiglia;Aurora, Vanchiglia - Sassi - Madonna del Pilone
69;1;PARROCCHIALE;S. Giulio d'Orta;CORSO CADORE 17 int. 3;TORINO;10153;7;011 8995632;;parr.s.g.orta@diocesi.torino.it;http://www.diocesi.torino.it/parr072;6.0;16.0;BOSA don Silvano;Chiesa Cattolica;;72.0;8650.0;Unita' Pastorale N.16 - Santa Croce;POINT (7.723799344667238 45.07574686875009);45.07574686875009;7.723799344667238;8;Vanchiglia;Aurora, Vanchiglia - Sassi - Madonna del Pilone
107;1;PARROCCHIALE;SS. Nome di Gesu';CORSO REGINA MARGHERITA 68 scala D;TORINO;10153;7;011 4360150;;;http://www4.diocesi.torino.it/schede/parr106.htm;6.0;16.0;LUPARIA don Benito;Chiesa Cattolica;;106.0;8370.0;Unita' Pastorale N.16 - Santa Croce;POINT (7.696348168602262 45.07311346120356);45.07311346120356;7.696348168602262;8;Vanchiglia;Aurora, Vanchiglia - Sassi - Madonna del Pilone
