ID_FARMACI;DENOMINAZ;INDIRIZZO;CIRCOSCRIZ;CAP;CITTA;TELEFONO;FAX;EMAIL;URL;CHIUS_INV;FERIE;ORARIO_INV;ORARIO_EST;NOTTURNA;COMUNALE;geometry;LATITUDE;LONGITUDE;QUARTIERE;DQUARTIERE;DCIRCOSCRIZ
93;DE ANGELI;LARGO BRESCIA 47;7;10152;TORINO;011-851512;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'11 al 31 luglio 2011;Mar/Ven 9,00-19,30 Sab Mat: 9,00/13,00 Lun Pom: 13,00/19,30;Mar/Ven 9,00-19,30 Sab Mat: 9,00/13,00 Lun Pom: 13,00/19,30;NO;non comunale;POINT (7.692582131410407 45.08156990932601);45.08156990932601;7.692582131410407;7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
95;DEI FIORI s.n.c.;CORSO REGIO PARCO 38;7;10153;TORINO;011-857068;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011;8,45/12,30-15,00/19,15;8,45/12,30-15,15/19,30;NO;non comunale;POINT (7.696097182357464 45.07741812281925);45.077418122819246;7.696097182357464;7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
115;DON BOSCO;VIA FRANCESCO CIGNA 44;7;10152;TORINO;011-4362600;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011 e dal 24 aprile al 1° maggio 2011;8,30/12,30-15,00/19,00;8,30/12,30-15,00/19,00;NO;non comunale;POINT (7.679582855423024 45.08359613088536);45.08359613088536;7.679582855423024;7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
118;DUTTO s.n.c.;CORSO GIULIO CESARE 48;7;10152;TORINO;011-852796;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'8 al 28 agosto 2011 e dal 24 aprile al 1° maggio 2011;8,45/12,30-15,15/19,30;8,45/12,30-15,15/19,30;NO;non comunale;POINT (7.689686142901098 45.08573151853242);45.08573151853242;7.689686142901098;7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
181;PALATINA;CORSO REGINA MARGHERITA 134;7;10152;TORINO;011-5213242;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011;8,45/12,30-15,00/19,15;8,45/12,30-15,00/19,15;NO;non comunale;POINT (7.681769717437964 45.07757364842325);45.077573648423254;7.681769717437964;7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
199;PORTA PALAZZO;PIAZZA DELLA REPUBBLICA 21;7;10152;TORINO;011-5211972;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011;8,30-19,00;8,30-19,00;NO;non comunale;POINT (7.68420762969643 45.07807670026315);45.078076700263146;7.68420762969643;7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
243;SANTA GIUSTINA;CORSO REGINA MARGHERITA 114;7;10152;TORINO;011-5215445;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'11 al 31 luglio 2011 e dal 29 mggio al 5 giugno 2011;8,30/13,00-15,00/19,00;9,00/13,00-15,30/19,00;NO;non comunale;POINT (7.687838950585366 45.07555977252461);45.07555977252461;7.687838950585366;7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
11;BAGGIO ROBA;CORSO TRAIANO 73;8;10135;TORINO;011-6190159;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dal 1° al 28 agosto 2011;8,30/13,00-15,00/19,30;8,30/13,00-15,00/19,30;NO;non comunale;POINT (7.646239278356935 45.0236769126067);45.023676912606696;7.646239278356935;10;Mercati generali;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
64;COMUNALE 15;CORSO TRAIANO 86;8;10135;TORINO;011-616044;;;http://www.fctorinospa.it/index.php?option=com_ana;sabato o mercoledi' settimane alterne;dal 4 al 31 luglio 2011;9,00/12,30-15,00/19,30;9,00/12,30-15,00/19,30;NO;comunale;POINT (7.647593878399948 45.02261249217023);45.02261249217023;7.647593878399948;10;Mercati generali;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
73;COMUNALE 28;CORSO CORSICA 9;8;10134;TORINO;011-3170152;;;http://www.fctorinospa.it/index.php?option=com_ana;sabato o mercoledi' settimane alterne;dal 1° al 28 agosto 2011;8,30/12,30-15,00/19,00;8,30/12,30-15,00/19,00;NO;comunale;POINT (7.652904484880295 45.03218407971735);45.032184079717354;7.6529044848802945;10;Mercati generali;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
99;DEL GIGLIO;VIA ARNALDO DA BRESCIA 38;8;10134;TORINO;011-3172572;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'8 al 28 agosto 2011;8,30/12,15-14,30/19,15;8,30/12,15-14,30/19,15;NO;non comunale;POINT (7.650329917659433 45.03420455500957);45.03420455500957;7.650329917659433;10;Mercati generali;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
129;GAY;VIA TUNISI 99;8;10134;TORINO;011-3195196;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 1° al 28 agosto 2011;8,30/12,30-15,30/19,30;8,30/12,30-15,30/19,30;NO;non comunale;POINT (7.65605201567261 45.03743522477393);45.03743522477393;7.65605201567261;10;Mercati generali;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
130;GHEZZO;VIA PASSO BUOLE 59;8;10127;TORINO;011-6190003;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 4 al 31 luglio 2011;9,00/12,30-15,00/19,30;9,00/13,00-15,30/19,30;NO;non comunale;POINT (7.654764896109847 45.02398945401527);45.02398945401527;7.654764896109847;10;Mercati generali;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
137;GUALA s.a.s.;VIA ONORATO VIGLIANI 55;8;10135;TORINO;011-3032579;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'11 al 31 luglio 2011;9,00/13,00-14,30/19,30;9,00/13,00-14,30/19,30;NO;non comunale;POINT (7.641733112428189 45.02045983043187);45.02045983043187;7.641733112428189;10;Mercati generali;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
138;GUALDI;CORSO UNIONE SOVIETICA 85;8;10134;TORINO;011-3197922;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'11 al 31 luglio 2011 e dal 29 mggio al 5 giugno 2011;9,00/12,30-15,00/19,30;9,00/12,30-15,00/19,30;NO;non comunale;POINT (7.6610966860892 45.04534115149593);45.04534115149593;7.6610966860892;10;Mercati generali;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
139;GUARINO;VIA PASSO BUOLE 160;8;10135;TORINO;011-616002;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 1° al 28 agosto 2011;8,30/13,00-15,30/19,30;8,30/13,00-15,30/19,30;NO;non comunale;POINT (7.64418863345488 45.02780473405218);45.02780473405218;7.64418863345488;10;Mercati generali;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
140;GUSSONI;VIA TUNISI 51;8;10134;TORINO;011-3194565;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011;9,00-19,30;9,00-19,30;NO;non comunale;POINT (7.658488801470416 45.04126053120211);45.041260531202106;7.6584888014704156;10;Mercati generali;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
154;MADONNA DELLE ROSE;PIAZZA TANCREDI GALIMBERTI 7;8;10134;TORINO;011-3195700;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011;8,00-19,30;8,00-19,30;NO;non comunale;POINT (7.654045439879855 45.03404093362073);45.03404093362073;7.654045439879855;10;Mercati generali;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
168;MONARI s.n.c.;CORSO TRAIANO 158;2;10127;TORINO;011-6197358;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'8 al 28 agosto 2011;Mar/Ven 8,30-19,30 Sab Mat: 8,30/13,00 Lun Pom: 13,00/19,30;Mar/Ven 8,30-19,30 Sab Mat: 8,30/13,00 Lun Pom: 13,00/19,30;NO;non comunale;POINT (7.654807978719119 45.02008799495343);45.02008799495343;7.654807978719119;10;Mercati generali;Santa Rita - Mirafiori
173;MONVISO;CORSO EUSEBIO GIAMBONE 19;8;10134;TORINO;011-3175105;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 4 al 24 luglio e dal 29 mggio al 5 giugno 2011;9,00/12,30-15,00/19,30;8,45/12,45-15,30/19,30;NO;non comunale;POINT (7.648699828437418 45.03232587005196);45.032325870051956;7.648699828437418;10;Mercati generali;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
257;SANT'ERALDO s.n.c.;VIA ARNALDO DA BRESCIA 25;8;10134;TORINO;011-3192292;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dal 4 al 24 luglio 2011;Mar/Ven 8,30/19,30 Sab Mat: 8,30/12,30 Lun Pom: 12,30/19,30;Mar/Ven 8,30/19,30 Sab Mat: 8,30/12,30 Lun Pom: 12,30/19,30;NO;non comunale;POINT (7.652454686815882 45.03690438539226);45.03690438539226;7.652454686815882;10;Mercati generali;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
269;STEFFANONE;CORSO UNIONE SOVIETICA 397;8;10135;TORINO;011-614220;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'8 al 28 agosto 2011;Mar/Ven 8,30/19,15 Sab Mat: 8,30/12,30 Lun Pom: 12,30/19,15;Mar/Ven 8,30/19,15 Sab Mat: 8,30/12,30 Lun Pom: 12,30/19,15;NO;non comunale;POINT (7.637695235306684 45.02440322188904);45.02440322188904;7.637695235306684;10;Mercati generali;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
12;BAIMA;PIAZZA RIVOLI 11;3;10139;TORINO;011-7496819;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 4 al 31 luglio 2011;9,00/12,30-15,00/19,30;9,00/12,30-15,00/19,30;NO;non comunale;POINT (7.642542410092931 45.07520040255694);45.07520040255694;7.642542410092931;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
25;BORGATA LESNA;VIA MONGINEVRO 245;3;10142;TORINO;011-705432;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 4 al 24 luglio 2011;9,00/12,30-15,00/19,30;9,00/12,30-15,00/19,30;NO;non comunale;POINT (7.621102274755107 45.06440045938899);45.06440045938899;7.621102274755107;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
34;BRUNELLESCHI;CORSO FILIPPO BRUNELLESCHI 75;3;10141;TORINO;011-703781;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'11 al 31 luglio 2011;9,00/12,30-15,00/19,30;9,00/12,30-15,00/19,30;NO;non comunale;POINT (7.624455838986444 45.06860722508452);45.06860722508452;7.624455838986444;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
56;COMUNALE 05;VIA RIETI 55;3;10142;TORINO;011-4114855;;;http://www.fctorinospa.it/index.php?option=com_ana;sabato o mercoledi' settimane alterne;dal 1° al 28 agosto 2011;9,00/12,30-15,00/19,30;9,00/12,30-15,00/19,30;NO;comunale;POINT (7.609741715092449 45.06999720089692);45.06999720089692;7.609741715092449;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
57;COMUNALE 07;CORSO TRAPANI 150;3;10141;TORINO;011-3352700;;;http://www.fctorinospa.it/index.php?option=com_ana;sabato o mercoledi' settimane alterne;dal 4 al 31 luglio 2011;8,30-19,30;8,30-19,30;NO;comunale;POINT (7.636336219759349 45.0648210330839);45.0648210330839;7.636336219759349;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
79;COMUNALE 38;VIA VANDALINO 9;3;10141;TORINO;011-725846;;;http://www.fctorinospa.it/index.php?option=com_ana;sabato o mercoledi' settimane alterne;dal 4 al 31 luglio 2011;9,00/13,00-15,30/19,30;9,00/13,00-15,30/19,30;NO;comunale;POINT (7.621938440568258 45.07176617495579);45.07176617495579;7.621938440568258;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
87;CORSO FRANCIA;CORSO FRANCIA 175;3;10139;TORINO;011-746112;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 1° al 28 agosto 2011;9,00/12,45-15,00/19,30;8,45/12,45-15,00/19,30;NO;non comunale;POINT (7.639507614210358 45.07515741603929);45.07515741603929;7.639507614210358;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
116;DONATO;CORSO FRANCIA 385;3;10142;TORINO;011-4032610;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dal 4 al 24 luglio 2011;Mar/Ven 8,45-19,30 Sab Mat: 8,45/14,00 Lun Pom: 14,00/19,30;Mar/Ven 8,45-19,30 Sab Mat: 8,45/14,00 Lun Pom: 14,00/19,30;NO;non comunale;POINT (7.608737569390682 45.07389482349162);45.07389482349162;7.608737569390682;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
126;GANCIA;VIA ASIAGO 35;3;10142;TORINO;011-4034120;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011 e dal 29 mggio al 5 giugno 2011;9,00/13,00-15,00/19,30;8,30/13,00-15,00/19,30;NO;non comunale;POINT (7.614018463273176 45.06994321046113);45.069943210461126;7.614018463273176;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
170;MONGINEVRO;VIA MONGINEVRO 178;3;10141;TORINO;011-706231;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'11 al 31 luglio 2011;8,30/12,30-15,00/19,30;9,00/12,30-15,00/19,30;NO;non comunale;POINT (7.628867343496098 45.06433321029048);45.064333210290485;7.628867343496098;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
183;PARINI s.n.c.;VIA FRANCESCO DE SANCTIS 60;3;10142;TORINO;011-7793197;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'8 al 28 agosto 2011 e dal 24 aprile al 1° maggio 2011;8,30/12,30-15,00/19,30;8,30/12,30-15,00/19,30;NO;non comunale;POINT (7.618699971508294 45.06967903469841);45.06967903469841;7.618699971508294;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
185;PESCHIERA;CORSO PESCHIERA 295;3;10141;TORINO;011-7793840;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011;8,30/12,30-15,00/19,30;8,30/12,30-15,00/19,30;NO;non comunale;POINT (7.630777838837464 45.0716797768857);45.0716797768857;7.630777838837464;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
186;PIAZZA MASSAUA;PIAZZA MASSAUA 1;3;10141;TORINO;011-7793308;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 1° al 28 agosto 2011;9,00/12,30-15,00/19,30;9,00/12,30-15,00/19,30;SI;non comunale;POINT (7.620507955112042 45.07431897524967);45.07431897524967;7.620507955112042;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
202;POZZO STRADA s.n.c.;CORSO FRANCIA 273;3;10139;TORINO;011-726773;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 1° al 28 agosto 2011;9,00/13,00-15,30/19,30;9,00/13,00-15,30/19,30;NO;non comunale;POINT (7.627915325746401 45.07468211226065);45.07468211226065;7.627915325746401;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
215;SAN BENEDETTO;VIA BARDONECCHIA 114;3;10139;TORINO;011-7710235;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 1° al 28 agosto 2011;9,00/12,30-15,00/19,30;9,00/12,30-15,00/19,30;NO;non comunale;POINT (7.635026565562916 45.0723534904692);45.072353490469204;7.635026565562916;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
262;SBURLATI;VIA MONGINEVRO 126;3;10141;TORINO;011-389276;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 1° al 28 agosto 2011;8,30/13,00-15,00/19,00;8,30/13,00-15,00/19,00;NO;non comunale;POINT (7.635259648230892 45.06466370028605);45.064663700286054;7.635259648230892;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
279;VILLA GIUSTI EREDI ALLINI;VIA S. MARIA MAZZARELLO 18;3;10142;TORINO;011-701784;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 1° al 28 agosto 2011;9,00/12,30-15,00/19,30;9,00/12,30-15,00/19,30;NO;non comunale;POINT (7.623989880166099 45.06329981487387);45.06329981487387;7.623989880166099;13;Pozzo Strada;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
13;BALOCCO;CORSO PESCHIERA 142 bis/F;3;10138;TORINO;011-3833753;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011 e dal 24 aprile al 1° maggio 2011;8,00/13,00-15,00/19,30;8,00/13,00-15,00/19,30;NO;non comunale;POINT (7.653391050311517 45.06339704915385);45.06339704915385;7.653391050311517;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
17;BERNARDI;VIA DUCHESSA JOLANDA 15;3;10138;TORINO;011-4343081;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 4 al 24 luglio e dal 29 mggio al 5 giugno 2011;8,30-19,30;8,30-19,30;NO;non comunale;POINT (7.662943022981717 45.07362250856291);45.073622508562906;7.662943022981717;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
32;BRACCIO;CORSO FRANCIA 87;3;10138;TORINO;011-4333747;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'8 al 28 agosto 2011;"Mar/Ven 8,30-19,30 Sab Mat: 8;00/12,30 Lun Pom: 12,30/19,30";"Mar/Ven 8,30-19,30 Sab Mat: 8;00/12,30 Lun Pom: 12,30/19,30";NO;non comunale;POINT (7.65244203524124 45.07568342689417);45.075683426894166;7.65244203524124;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
45;CENISIA;VIA FREJUS 41;3;10139;TORINO;011-4336655;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 1° al 28 agosto 2011;8,45-19,30;8,45-19,30;NO;non comunale;POINT (7.64722650582565 45.07061551360724);45.07061551360724;7.64722650582565;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
65;COMUNALE 17;CORSO VITTORIO EMANUELE II 182;3;10138;TORINO;011-443311;;;http://www.fctorinospa.it/index.php?option=com_ana;sabato o mercoledi' settimane alterne;dal 4 al 31 luglio 2011;8,30/12,30-15,30/19,30;8,30/12,30-15,30/19,30;NO;comunale;POINT (7.650192657371461 45.07328249823207);45.073282498232075;7.650192657371461;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
85;COMUNALE 45;VIA MONGINEVRO 27;3;10138;TORINO;011-3852515;;;http://www.fctorinospa.it/index.php?option=com_ana;sabato pom./lunedi' matt.;dal 4 al 31 luglio 2011;9,00/12,30-15,00/19,30;9,00/12,30-15,00/19,30;NO;comunale;POINT (7.651309754226423 45.06503911798446);45.06503911798446;7.651309754226423;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
96;DEL BENESSERE;PIAZZA ADRIANO 12;3;10138;TORINO;011-4332567;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'8 al 28 agosto 2011;Mar/Ven 8,30-19,30 Sab Mat: 8,30/12,30 Lun Pom: 12,30/19,30;Mar/Ven 8,30-19,30 Sab Mat: 8,30/12,30 Lun Pom: 12,30/19,30;NO;non comunale;POINT (7.654353939202947 45.072188695719);45.072188695719;7.654353939202947;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
124;FREJUS s.n.c.;CORSO FRANCIA 35;3;10138;TORINO;011-4472361;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'11 al 31 luglio 2011;8,30/12,45-15,00/19,30;8,30/13,00-15,15/19,30;NO;non comunale;POINT (7.65900109842207 45.07594672764483);45.075946727644826;7.6590010984220696;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
149;MADONNA DEI FIORI;CORSO PESCHIERA 244;3;10139;TORINO;011-3851249;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011;8,30/13,00-15,30/19,30;8,30/13,00-15,30/19,30;NO;non comunale;POINT (7.639511470817721 45.06875807496397);45.068758074963974;7.639511470817721;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
200;PORTA SUSA s.n.c.;CORSO FRANCIA 1;3;10138;TORINO;011-4343515;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'8 al 28 agosto 2011;Mar/Ven 8,30-19,30 Sab Mat: 8,30/12,30 Lun Pom: 12,30/19,30;Mar/Ven 8,30-19,30 Sab Mat: 8,30/12,30 Lun Pom: 12,30/19,30;NO;non comunale;POINT (7.667607187199054 45.07628480795387);45.07628480795387;7.667607187199054;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
226;SAN GIOVANNI s.a.s.;VIA FREJUS 97;3;10139;TORINO;011-331656;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011;8,30/13,00-14,45/19,30;8,30/13,00-14,45/19,30;NO;non comunale;POINT (7.643314038393433 45.0702666373266);45.070266637326604;7.643314038393433;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
247;SANTA ROSA;VIA DANTE DI NANNI 42;3;10139;TORINO;011-4336417;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 4 al 31 luglio 2011;9,00/12,30-15,00/19,30;9,00/13,00-15,30/19,30;NO;non comunale;POINT (7.652303144771547 45.06818707101905);45.068187071019054;7.6523031447715475;5;Cenisia;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
14;BALOSSINO;STRADA S. MAURO 179;6;10156;TORINO;011-2733597;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 1° al 21 agosto e dal 24 aprile al 1° maggio 2011;8,45/12,30-15,00/19,15;8,45/12,30-15,00/19,15;NO;non comunale;POINT (7.744264841104164 45.10199116733715);45.10199116733715;7.744264841104164;20;Regio Parco;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
176;NOVARA;VIA GIOVENALE ANCINA 43;6;10154;TORINO;011-2680999;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011 e dal 29 mggio al 5 giugno 2011;9,00/12,45-15,15/19,30;9,00/12,45-15,15/19,30;NO;non comunale;POINT (7.71189656757992 45.09541241226125);45.095412412261254;7.71189656757992;20;Regio Parco;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
228;SAN MICHELE;CORSO TARANTO 15;6;10154;TORINO;011-264990;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'11 al 31 luglio 2011;8,30/12,45-15,15/19,15;8,30/12,45-15,15/19,15;NO;non comunale;POINT (7.701879686418493 45.10094490861228);45.100944908612284;7.701879686418493;20;Regio Parco;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
252;SANT'AGNESE;STRADA S. MAURO 35;6;10156;TORINO;011-2730056;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011;8,45/12,30-15,00/19,15;8,45/12,30-15,00/19,15;NO;non comunale;POINT (7.727210405428971 45.10003115108852);45.10003115108852;7.727210405428971;20;Regio Parco;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
15;BARGIS;VIA NIZZA 15;8;10125;TORINO;011-6699501;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011;8,45/12,45-15,30/19,30;8,45/12,45-15,30/19,30;NO;non comunale;POINT (7.678876835187094 45.06024117716351);45.06024117716351;7.6788768351870935;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
24;BORGARELLI;VIA MADAMA CRISTINA 62;8;10125;TORINO;011-6699410;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dal 4 al 24 luglio 2011;8,30/13,30-15,00/19,30;8,30/13,30-15,00/19,30;NO;non comunale;POINT (7.679267741101071 45.05270376913762);45.05270376913762;7.679267741101071;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
42;CAVALLO;VIA CLAUDIO LUIGI BERTHOLLET 10;8;10125;TORINO;011-6698702;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011;9,00/13,00-15,15/19,15;9,00/13,00-15,15/19,15;NO;non comunale;POINT (7.680626795374573 45.05921464814459);45.05921464814459;7.680626795374573;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
