AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;CODICESCUOLA;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SITOWEBSCUOLA;ANNOSCOLASTICO;INDIRIZZO_TOT;LATITUDE;LONGITUDE;formatted_address;geometry;QUARTIERE;DQUARTIERE;CIRCOSCRIZ;DCIRCOSCRIZ
NORD OVEST;10147;L219;TOIS061003;TOIS061003;I.I.S. G. PEANO;I.I.S. G. PEANO;NORMALE;TORINO;ISTITUTO SUPERIORE;SI;Non Disponibile;TOIS061003@istruzione.it;tois061003@pec.istruzione.it;CORSO  VENEZIA 29;TORINO;PIEMONTE;Non Disponibile;201718;CORSO  VENEZIA 29, TORINO, Italia;45.0942245;7.680788900000001;Corso Venezia, 29, 10147 Torino TO, Italy;POINT (7.680788900000001 45.0942245);17;Borgata Vittoria;5;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
NORD OVEST;10147;L219;TOIS061003;TOIS061003;I.I.S. G. PEANO;I.I.S. G. PEANO;NORMALE;TORINO;ISTITUTO SUPERIORE;SI;Non Disponibile;TOIS061003@istruzione.it;tois061003@pec.istruzione.it;CORSO  VENEZIA 29;TORINO;PIEMONTE;Non Disponibile;201718;CORSO  VENEZIA 29, TORINO, Italia;45.0942245;7.680788900000001;Corso Venezia, 29, 10147 Torino TO, Italy;POINT (7.680788900000001 45.0942245);17;Borgata Vittoria;5;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
NORD OVEST;10147;L219;TOIS061003;TOTF06101G;I.I.S. G. PEANO;G. PEANO;NORMALE;TORINO;ISTITUTO TECNICO INDUSTRIALE;NO;Non Disponibile;TOIS061003@istruzione.it;Non Disponibile;CORSO  VENEZIA 29;TORINO;PIEMONTE;www.peano.it;201718;CORSO  VENEZIA 29, TORINO, Italia;45.0942245;7.680788900000001;Corso Venezia, 29, 10147 Torino TO, Italy;POINT (7.680788900000001 45.0942245);17;Borgata Vittoria;5;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
NORD OVEST;10147;L219;TOIS061003;TOTF06101G;I.I.S. G. PEANO;G. PEANO;NORMALE;TORINO;ISTITUTO TECNICO INDUSTRIALE;NO;Non Disponibile;TOIS061003@istruzione.it;Non Disponibile;CORSO  VENEZIA 29;TORINO;PIEMONTE;www.peano.it;201718;CORSO  VENEZIA 29, TORINO, Italia;45.0942245;7.680788900000001;Corso Venezia, 29, 10147 Torino TO, Italy;POINT (7.680788900000001 45.0942245);17;Borgata Vittoria;5;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
NORD OVEST;10147;L219;TOIC879004;TOMM879015;I.C. TORINO - VIVALDI-MURIALDO;I.C.VIVALDI MURIALDO-VIVALDI TO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC879004@istruzione.it;Non Disponibile;VIA        CASTELDELFINO       24;TORINO;PIEMONTE;www.vivaldi-murialdo.it;201718;VIA        CASTELDELFINO       24, TORINO, Italia;45.1004777;7.6726292;Via Casteldelfino, 24, 10147 Torino TO, Italy;POINT (7.6726292 45.1004777);17;Borgata Vittoria;5;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
NORD OVEST;10147;L219;TOIC879004;TOIC879004;I.C. TORINO - VIVALDI-MURIALDO;I.C. TORINO - VIVALDI-MURIALDO;NORMALE;TORINO;ISTITUTO COMPRENSIVO;SI;Non Disponibile;TOIC879004@istruzione.it;toic879004@pec.istruzione.it;VIA CASTELDELFINO 24;TORINO;PIEMONTE;Non Disponibile;201718;VIA CASTELDELFINO 24, TORINO, Italia;45.1004777;7.6726292;Via Casteldelfino, 24, 10147 Torino TO, Italy;POINT (7.6726292 45.1004777);17;Borgata Vittoria;5;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
NORD OVEST;10147;L219;TOIS061003;TOPS06101D;I.I.S. G. PEANO;G. PEANO;NORMALE;TORINO;LICEO SCIENTIFICO;NO;Non Disponibile;TOIS061003@istruzione.it;Non Disponibile;CORSO VENEZIA 29;TORINO;PIEMONTE;www.peano.it;201718;CORSO VENEZIA 29, TORINO, Italia;45.0942245;7.680788900000001;Corso Venezia, 29, 10147 Torino TO, Italy;POINT (7.680788900000001 45.0942245);17;Borgata Vittoria;5;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
NORD OVEST;10148;L219;TOIS04800L;TOTF048015;I.I.S. R. ZERBONI;R. ZERBONI;NORMALE;TORINO;ISTITUTO TECNICO INDUSTRIALE;NO;Non Disponibile;TOIS04800L@istruzione.it;Non Disponibile;VIA P. DELLA CELLA 3;TORINO;PIEMONTE;www.ipsiazerboni.it;201718;VIA P. DELLA CELLA 3, TORINO, Italia;45.1048777;7.6786275999999996;Via Paolo della Cella, 3, 10148 Torino TO, Italy;POINT (7.6786276 45.1048777);17;Borgata Vittoria;5;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
NORD OVEST;10148;L219;TOIS04800L;TOTF048015;I.I.S. R. ZERBONI;R. ZERBONI;NORMALE;TORINO;ISTITUTO TECNICO INDUSTRIALE;NO;Non Disponibile;TOIS04800L@istruzione.it;Non Disponibile;VIA P. DELLA CELLA 3;TORINO;PIEMONTE;www.ipsiazerboni.it;201718;VIA P. DELLA CELLA 3, TORINO, Italia;45.1048777;7.6786275999999996;Via Paolo della Cella, 3, 10148 Torino TO, Italy;POINT (7.6786276 45.1048777);17;Borgata Vittoria;5;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
NORD OVEST;10147;L219;TOIS04800L;TORI04851N;I.I.S. R. ZERBONI;I.I.S. R. ZERBONI SERALE;NORMALE;TORINO;IST PROF INDUSTRIA E ARTIGIANATO;NO;Non Disponibile;TOIS04800L@istruzione.it;Non Disponibile;VIA P. DELLA CELLA 3;TORINO;PIEMONTE;www.zerboni.it;201718;VIA P. DELLA CELLA 3, TORINO, Italia;45.1048777;7.6786275999999996;Via Paolo della Cella, 3, 10148 Torino TO, Italy;POINT (7.6786276 45.1048777);17;Borgata Vittoria;5;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
NORD OVEST;10147;L219;TOIS04800L;TORI04851N;I.I.S. R. ZERBONI;I.I.S. R. ZERBONI SERALE;NORMALE;TORINO;IST PROF INDUSTRIA E ARTIGIANATO;NO;Non Disponibile;TOIS04800L@istruzione.it;Non Disponibile;VIA P. DELLA CELLA 3;TORINO;PIEMONTE;www.zerboni.it;201718;VIA P. DELLA CELLA 3, TORINO, Italia;45.1048777;7.6786275999999996;Via Paolo della Cella, 3, 10148 Torino TO, Italy;POINT (7.6786276 45.1048777);17;Borgata Vittoria;5;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
NORD OVEST;10147;L219;TOIS061003;TOTF061511;I.I.S. G. PEANO;I.I.S. G. PEANO - SERALE;NORMALE;TORINO;ISTITUTO TECNICO INDUSTRIALE;NO;Non Disponibile;TOIS061003@istruzione.it;Non Disponibile;CORSO VENEZIA,29;TORINO;PIEMONTE;www.peano.it;201718;CORSO VENEZIA,29, TORINO, Italia;45.0942245;7.680788900000001;Corso Venezia, 29, 10147 Torino TO, Italy;POINT (7.680788900000001 45.0942245);17;Borgata Vittoria;5;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
NORD OVEST;10147;L219;;TO1A012004;;SCUOLA MATERNA;;TORINO;SCUOLA INFANZIA NON STATALE;;;analadistura@comune.torino.it;Non Disponibile;V.ALA DI STURA 23;TORINO;PIEMONTE;Non Disponibile;201718;V.ALA DI STURA 23, TORINO, Italia;45.103686100000004;7.6846174;Via Ala di Stura, 23, 10147 Torino TO, Italy;POINT (7.6846174 45.1036861);17;Borgata Vittoria;5;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
NORD OVEST;10147;L219;;TO1A01300X;;VIBERTI;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmcambiano@comune.torino.it;Non Disponibile;V.CAMBIANO 10;TORINO;PIEMONTE;Non Disponibile;201718;V.CAMBIANO 10, TORINO, Italia;45.0922598;7.675443;Via Cambiano, 10, 10149 Torino TO, Italy;POINT (7.675443 45.0922598);17;Borgata Vittoria;5;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
NORD OVEST;10148;L219;;TO1A00600R;;E 14;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmreissromoli@comune.torino.it;Non Disponibile;V.REISS ROMOLI 49;TORINO;PIEMONTE;Non Disponibile;201718;V.REISS ROMOLI 49, TORINO, Italia;45.107434000000005;7.691867199999999;Via Reiss Romoli, 49, 10148 Torino TO, Italy;POINT (7.691867199999999 45.107434);17;Borgata Vittoria;5;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
NORD OVEST;10147;L219;;TO1A040008;;S.GIUSEPPE CAFASSO;;TORINO;SCUOLA INFANZIA NON STATALE;;;SCUOLACAFASSO@TIN.IT;Non Disponibile;V.R.BETTAZZI 6;TORINO;PIEMONTE;Non Disponibile;201718;V.R.BETTAZZI 6, TORINO, Italia;45.105832;7.6833075000000015;Via Rodolfo Bettazzi, 6, 10148 Torino TO, Italy;POINT (7.683307500000002 45.105832);17;Borgata Vittoria;5;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
NORD OVEST;10147;L219;;TO1A01400Q;;NOSTRA SIGNORA DELLA SALUTE;;TORINO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA FONTANELLA 9/11;TORINO;PIEMONTE;Non Disponibile;201718;VIA FONTANELLA 9/11, TORINO, Italia;45.095400500000004;7.6800983999999985;Via Fontanella, 9, 10147 Torino TO, Italy;POINT (7.680098399999999 45.0954005);17;Borgata Vittoria;5;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
NORD OVEST;10148;L219;;TO1E033003;;"SAN GIUSEPPE CAFASSO""";;TORINO;SCUOLA PRIMARIA NON STATALE;;;SCUOLACAFASSO@TIN.IT;Non Disponibile;VIA R. BETTAZZI 6;TORINO;PIEMONTE;WWW.SCUOLACAFASSO.IT;201718;VIA R. BETTAZZI 6, TORINO, Italia;45.105832;7.6833075000000015;Via Rodolfo Bettazzi, 6, 10148 Torino TO, Italy;POINT (7.683307500000002 45.105832);17;Borgata Vittoria;5;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
NORD OVEST;10137;L219;TOEE02500T;TOAA02501N;D.D. MAZZARELLO -  TORINO;D.D. MAZZARELLO - VIA GUIDOBONO;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;Non Disponibile;Non Disponibile;VIA GUIDOBONO, 2;TORINO;PIEMONTE;Non Disponibile;201718;VIA GUIDOBONO, 2, TORINO, Italia;45.0381925;7.6181788;Via Domenico Guidobono, 2, 10137 Torino TO, Italy;POINT (7.6181788 45.0381925);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOEE06900G;TOEE06901L;"D.D. TORINO - ""GOBETTI""";GOBETTI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE06900G@istruzione.it;Non Disponibile;VIA ROMITA 19;TORINO;PIEMONTE;http://www.scuolagobettitorino.gov.it;201718;VIA ROMITA 19, TORINO, Italia;45.0480534;7.626065400000001;Via Giuseppe Romita, 19, 10137 Torino TO, Italy;POINT (7.626065400000001 45.0480534);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOEE06900G;TOEE06901L;"D.D. TORINO - ""GOBETTI""";GOBETTI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE06900G@istruzione.it;Non Disponibile;VIA ROMITA 19;TORINO;PIEMONTE;http://www.scuolagobettitorino.gov.it;201718;VIA ROMITA 19, TORINO, Italia;45.0480534;7.626065400000001;Via Giuseppe Romita, 19, 10137 Torino TO, Italy;POINT (7.626065400000001 45.0480534);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOEE06900G;TOEE06900G;"D.D. TORINO - ""GOBETTI""";"D.D. TORINO - ""GOBETTI""";NORMALE;TORINO;SCUOLA PRIMARIA;SI;Non Disponibile;TOEE06900G@istruzione.it;toee06900g@pec.istruzione.it;VIA ROMITA 19;TORINO;PIEMONTE;Non Disponibile;201718;VIA ROMITA 19, TORINO, Italia;45.0480534;7.626065400000001;Via Giuseppe Romita, 19, 10137 Torino TO, Italy;POINT (7.626065400000001 45.0480534);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOEE06900G;TOEE06900G;"D.D. TORINO - ""GOBETTI""";"D.D. TORINO - ""GOBETTI""";NORMALE;TORINO;SCUOLA PRIMARIA;SI;Non Disponibile;TOEE06900G@istruzione.it;toee06900g@pec.istruzione.it;VIA ROMITA 19;TORINO;PIEMONTE;Non Disponibile;201718;VIA ROMITA 19, TORINO, Italia;45.0480534;7.626065400000001;Via Giuseppe Romita, 19, 10137 Torino TO, Italy;POINT (7.626065400000001 45.0480534);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10136;L219;TOEE06900G;TOEE06905R;"D.D. TORINO - ""GOBETTI""";GOBETTI-SCLARANDI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE06900G@istruzione.it;Non Disponibile;VIA BALTIMORA 171;TORINO;PIEMONTE;http://www.scuolagobettitorino.gov.it;201718;VIA BALTIMORA 171, TORINO, Italia;45.04848639999999;7.6310655;Via Baltimora, 171, 10136 Torino TO, Italy;POINT (7.6310655 45.04848639999999);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOMM32500B;TOCT701004;CPIA 3 TORINO;C.T.P. DISTRETTO 2;NORMALE;TORINO;CENTRO TERRITORIALE;NO;Non Disponibile;TOMM32500B@istruzione.it;Non Disponibile;CORSO TAZZOLI, 215/1;TORINO;PIEMONTE;Non Disponibile;201718;CORSO TAZZOLI, 215/1, TORINO, Italia;45.036044700000005;7.617101099999998;Corso Enrico Tazzoli, 215, 10137 Torino TO, Italy;POINT (7.617101099999998 45.03604470000001);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOEE02500T;TOEE02501V;D.D. MAZZARELLO -  TORINO;D.D. MAZZARELLO VIA COLLINO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE02500T@istruzione.it;Non Disponibile;VIA COLLINO 12;TORINO;PIEMONTE;www.francamazzarello.it;201718;VIA COLLINO 12, TORINO, Italia;45.039651;7.6231414000000015;Via Ignazio Collino, 12, 10137 Torino TO, Italy;POINT (7.623141400000002 45.039651);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOEE02500T;TOEE02501V;D.D. MAZZARELLO -  TORINO;D.D. MAZZARELLO VIA COLLINO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE02500T@istruzione.it;Non Disponibile;VIA COLLINO 12;TORINO;PIEMONTE;www.francamazzarello.it;201718;VIA COLLINO 12, TORINO, Italia;45.039651;7.6231414000000015;Via Ignazio Collino, 12, 10137 Torino TO, Italy;POINT (7.623141400000002 45.039651);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOEE02500T;TOEE02500T;D.D. MAZZARELLO -  TORINO;D.D. MAZZARELLO -  TORINO;NORMALE;TORINO;SCUOLA PRIMARIA;SI;Non Disponibile;TOEE02500T@istruzione.it;toee02500t@pec.istruzione.it;VIA COLLINO 12;TORINO;PIEMONTE;Non Disponibile;201718;VIA COLLINO 12, TORINO, Italia;45.039651;7.6231414000000015;Via Ignazio Collino, 12, 10137 Torino TO, Italy;POINT (7.623141400000002 45.039651);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOEE02500T;TOEE02500T;D.D. MAZZARELLO -  TORINO;D.D. MAZZARELLO -  TORINO;NORMALE;TORINO;SCUOLA PRIMARIA;SI;Non Disponibile;TOEE02500T@istruzione.it;toee02500t@pec.istruzione.it;VIA COLLINO 12;TORINO;PIEMONTE;Non Disponibile;201718;VIA COLLINO 12, TORINO, Italia;45.039651;7.6231414000000015;Via Ignazio Collino, 12, 10137 Torino TO, Italy;POINT (7.623141400000002 45.039651);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOEE02500T;TOEE025042;D.D. MAZZARELLO -  TORINO;D.D. MAZZARELLO-VIDARI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE02500T@istruzione.it;Non Disponibile;VIA SAN REMO 46;TORINO;PIEMONTE;http://www.francamazzarello.it;201718;VIA SAN REMO 46, TORINO, Italia;45.033936;7.636837299999999;Via S. Remo, 46, 10137 Torino TO, Italy;POINT (7.636837299999999 45.033936);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOIS003003;TOIS003003;I.I.S. E. MAJORANA;I.I.S. E. MAJORANA;NORMALE;TORINO;ISTITUTO SUPERIORE;SI;Non Disponibile;TOIS003003@istruzione.it;tois003003@pec.istruzione.it;VIA FRATTINI 11;TORINO;PIEMONTE;Non Disponibile;201718;VIA FRATTINI 11, TORINO, Italia;45.0360521;7.628849000000001;Via Pietro Frattini, 11, 10137 Torino TO, Italy;POINT (7.628849000000001 45.0360521);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOIS04700R;TOPS047017;I.I.S. GALILEI - FERRARI;GALILEI - FERRARI;NORMALE;TORINO;LICEO SCIENTIFICO;NO;Non Disponibile;TOIS04700R@istruzione.it;Non Disponibile;VIA GAIDANO 126;TORINO;PIEMONTE;WWW.galileiferrari.it;201718;VIA GAIDANO 126, TORINO, Italia;45.04241649999999;7.6219722999999995;Via Paolo Gaidano, 126, 10137 Torino TO, Italy;POINT (7.621972299999999 45.04241649999999);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOIS04700R;TOPS047017;I.I.S. GALILEI - FERRARI;GALILEI - FERRARI;NORMALE;TORINO;LICEO SCIENTIFICO;NO;Non Disponibile;TOIS04700R@istruzione.it;Non Disponibile;VIA GAIDANO 126;TORINO;PIEMONTE;WWW.galileiferrari.it;201718;VIA GAIDANO 126, TORINO, Italia;45.04241649999999;7.6219722999999995;Via Paolo Gaidano, 126, 10137 Torino TO, Italy;POINT (7.621972299999999 45.04241649999999);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOIS04700R;TOTF047019;I.I.S. GALILEI - FERRARI;E. FERRARI;NORMALE;TORINO;ISTITUTO TECNICO INDUSTRIALE;NO;Non Disponibile;TOIS04700R@istruzione.it;Non Disponibile;VIA GAIDANO 126;TORINO;PIEMONTE;www.galileiferrari.it;201718;VIA GAIDANO 126, TORINO, Italia;45.04241649999999;7.6219722999999995;Via Paolo Gaidano, 126, 10137 Torino TO, Italy;POINT (7.621972299999999 45.04241649999999);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOIS04700R;TOTF047019;I.I.S. GALILEI - FERRARI;E. FERRARI;NORMALE;TORINO;ISTITUTO TECNICO INDUSTRIALE;NO;Non Disponibile;TOIS04700R@istruzione.it;Non Disponibile;VIA GAIDANO 126;TORINO;PIEMONTE;www.galileiferrari.it;201718;VIA GAIDANO 126, TORINO, Italia;45.04241649999999;7.6219722999999995;Via Paolo Gaidano, 126, 10137 Torino TO, Italy;POINT (7.621972299999999 45.04241649999999);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOMM28900D;TOMM28900D;TORINO-C. ALVARO-A. MODIGLIANI;TORINO-C. ALVARO-A. MODIGLIANI;NORMALE;TORINO;SCUOLA PRIMO GRADO;SI;Non Disponibile;TOMM28900D@istruzione.it;tomm28900d@pec.istruzione.it;VIA  BALLA  27;TORINO;PIEMONTE;http://www.alvaro-modigliani.it;201718;VIA  BALLA  27, TORINO, Italia;45.0477742;7.625404700000001;Via Giacomo Balla, 27, 10137 Torino TO, Italy;POINT (7.625404700000001 45.0477742);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOIS003003;TOPS00301D;I.I.S. E. MAJORANA;E. MAJORANA;NORMALE;TORINO;LICEO SCIENTIFICO;NO;Non Disponibile;TOIS003003@istruzione.it;Non Disponibile;VIA FRATTINI, 11;TORINO;PIEMONTE;www.majoranatorino.it;201718;VIA FRATTINI, 11, TORINO, Italia;45.0360521;7.628849000000001;Via Pietro Frattini, 11, 10137 Torino TO, Italy;POINT (7.628849000000001 45.0360521);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOEE02500T;TOAA02503Q;D.D. MAZZARELLO -  TORINO;D.D. MAZZARELLO - E.  D'ARBOREA;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOEE02500T@istruzione.it;Non Disponibile;VIA ELEONORA D'ARBOREA 9/4;TORINO;PIEMONTE;http://www.francamazzarello.it;201718;VIA ELEONORA D'ARBOREA 9/4, TORINO, Italia;45.0351729;7.640466200000001;Via Eleonora d'Arborea, 9, 10137 Torino TO, Italy;POINT (7.640466200000001 45.0351729);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOEE02500T;TOAA02505T;D.D. MAZZARELLO -  TORINO;D.D. MAZZARELLO LEVI MONTALCINI;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOEE02500T@istruzione.it;Non Disponibile;VIA MONTE NOVEGNO 31;TORINO;PIEMONTE;http://www.francamazzarello.it;201718;VIA MONTE NOVEGNO 31, TORINO, Italia;45.04048;7.630100000000001;Via Monte Novegno, 31, 10137 Torino TO, Italy;POINT (7.630100000000001 45.04048);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10136;L219;TOSL020003;TOSL020003;"LICEO ARTISTICO STATALE""R.COTTINI""";"LICEO ARTISTICO STATALE""R.COTTINI""";NORMALE;TORINO;LICEO ARTISTICO;SI;Non Disponibile;TOSL020003@istruzione.it;tosl020003@pec.istruzione.it;VIA CASTELGOMBERTO,2O;TORINO;PIEMONTE;www.liceocottini.it;201718;VIA CASTELGOMBERTO,2O, TORINO, Italia;45.04186780000001;7.632028900000001;Via Castelgomberto, 2, 10137 Torino TO, Italy;POINT (7.632028900000001 45.04186780000001);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10136;L219;TOSL020003;TOSL020003;"LICEO ARTISTICO STATALE""R.COTTINI""";"LICEO ARTISTICO STATALE""R.COTTINI""";NORMALE;TORINO;LICEO ARTISTICO;SI;Non Disponibile;TOSL020003@istruzione.it;tosl020003@pec.istruzione.it;VIA CASTELGOMBERTO,2O;TORINO;PIEMONTE;www.liceocottini.it;201718;VIA CASTELGOMBERTO,2O, TORINO, Italia;45.04186780000001;7.632028900000001;Via Castelgomberto, 2, 10137 Torino TO, Italy;POINT (7.632028900000001 45.04186780000001);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOSL020003;TOSL02050C;"LICEO ARTISTICO STATALE""R.COTTINI""";L.A. R. COTTINI SERALE;NORMALE;TORINO;LICEO ARTISTICO;NO;Non Disponibile;TOSL020003@istruzione.it;Non Disponibile;VIA CASTELGOMBERTO,2O;TORINO;PIEMONTE;www.liceocottini.it;201718;VIA CASTELGOMBERTO,2O, TORINO, Italia;45.04186780000001;7.632028900000001;Via Castelgomberto, 2, 10137 Torino TO, Italy;POINT (7.632028900000001 45.04186780000001);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOSL020003;TOSL02050C;"LICEO ARTISTICO STATALE""R.COTTINI""";L.A. R. COTTINI SERALE;NORMALE;TORINO;LICEO ARTISTICO;NO;Non Disponibile;TOSL020003@istruzione.it;Non Disponibile;VIA CASTELGOMBERTO,2O;TORINO;PIEMONTE;www.liceocottini.it;201718;VIA CASTELGOMBERTO,2O, TORINO, Italia;45.04186780000001;7.632028900000001;Via Castelgomberto, 2, 10137 Torino TO, Italy;POINT (7.632028900000001 45.04186780000001);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOIS003003;TOTD003019;I.I.S. E. MAJORANA;E. MAJORANA;NORMALE;TORINO;ISTITUTO TECNICO COMMERCIALE;NO;Non Disponibile;TOIS003003@istruzione.it;Non Disponibile;C.SO TAZZOLI,209;TORINO;PIEMONTE;www.majoranatorino.it;201718;C.SO TAZZOLI,209, TORINO, Italia;45.03637;7.620430000000001;Corso Enrico Tazzoli, 209, 10137 Torino TO, Italy;POINT (7.620430000000001 45.03637);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10137;L219;TOIS003003;TOTD00352Q;I.I.S. E. MAJORANA;IIS MAJORANA DI TORINO SEZ. SERALE;NORMALE;TORINO;ISTITUTO TECNICO COMMERCIALE;NO;Non Disponibile;TOIS003003@istruzione.it;Non Disponibile;C.SO TAZZOLI 209;TORINO;PIEMONTE;www.majoranatorino.it;201718;C.SO TAZZOLI 209, TORINO, Italia;45.03637;7.620430000000001;Corso Enrico Tazzoli, 209, 10137 Torino TO, Italy;POINT (7.620430000000001 45.03637);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10136;L219;;TO1M041007;;SOCIALE;;TORINO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;INFO@ISTITUTOSOCIALE.IT;Non Disponibile;C.O SIRACUSA 10;TORINO;PIEMONTE;www.istitutosociale.it;201718;C.O SIRACUSA 10, TORINO, Italia;45.0547467;7.633800099999998;Corso Siracusa, 10, 10136 Torino TO, Italy;POINT (7.633800099999998 45.0547467);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10136;L219;;TO1M041007;;SOCIALE;;TORINO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;INFO@ISTITUTOSOCIALE.IT;Non Disponibile;C.O SIRACUSA 10;TORINO;PIEMONTE;www.istitutosociale.it;201718;C.O SIRACUSA 10, TORINO, Italia;45.0547467;7.633800099999998;Corso Siracusa, 10, 10136 Torino TO, Italy;POINT (7.633800099999998 45.0547467);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10136;L219;;TOPC06500L;;SOCIALE;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;INFO@ISTITUTOSOCIALE.IT;Non Disponibile;C.O SIRACUSA 10;TORINO;PIEMONTE;Non Disponibile;201718;C.O SIRACUSA 10, TORINO, Italia;45.0547467;7.633800099999998;Corso Siracusa, 10, 10136 Torino TO, Italy;POINT (7.633800099999998 45.0547467);12;Mirafiori Nord;2;Santa Rita - Mirafiori
NORD OVEST;10136;L219;;TOPC06500L;;SOCIALE;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;INFO@ISTITUTOSOCIALE.IT;Non Disponibile;C.O SIRACUSA 10;TORINO;PIEMONTE;Non Disponibile;201718;C.O SIRACUSA 10, TORINO, Italia;45.0547467;7.633800099999998;Corso Siracusa, 10, 10136 Torino TO, Italy;POINT (7.633800099999998 45.0547467);12;Mirafiori Nord;2;Santa Rita - Mirafiori
